node_name,gene_id,gene_symbol,string_gene_label,gene_name,primary_module,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,module_selection_evidence,module_selected,best_module_trait,best_module_trait_corr,best_module_trait_pval,best_module_trait_padj,fraction_deg_priority,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MA1_vs_CTR,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MA1_vs_CTR,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MA1_vs_CTR,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR,n_unique_genes_in_module,n_deg_priority,n_priority_contrasts_present,priority_contrasts_present,fraction_support,trait_support
PLCE1,ENSG00000138193,PLCE1,PLCE1,phospholipase C epsilon 1,darkgrey,darkgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0029548466369355,1.1306750793735487,1.0707389814339159,MA100_vs_CTR,1.1306750793735487,0.0029548466369355,up_in_tested,2,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.1306750793735487,,,,,1.0108028834942833,0.0029548466369355,,,,,0.0087834100575227,up_in_tested,,,,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
GPR37,ENSG00000170775,GPR37,GPR37,G protein-coupled receptor 37,darkgrey,darkgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0030491862599689,1.165574383293208,1.0869977946947609,MA100_vs_CTR,1.165574383293208,0.0030491862599689,up_in_tested,2,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.165574383293208,,,,,1.0084212060963136,0.0030491862599689,,,,,0.0116943734577147,up_in_tested,,,,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SURF2,ENSG00000148291,SURF2,SURF2,surfeit 2,dimgrey,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0030661967975908,1.1950000207353586,1.1439382030758414,MA100_vs_CTR,-1.1950000207353586,0.0030661967975908,down_in_tested,0,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.1950000207353586,,,,-1.092876385416324,,0.0030661967975908,,,,0.0061030823815447,,down_in_tested,,,,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
CLIC1,ENSG00000213719,CLIC1,CLIC1,CLIC family member 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.003122970810189,1.3897667215496536,1.3897667215496536,MC100_vs_MC1,1.3897667215496536,0.003122970810189,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.3897667215496536,,,,,,0.003122970810189,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SMAP1,ENSG00000112305,SMAP1,SMAP1,small ArfGAP 1,dimgrey,dimgrey,MD1_vs_CTR,1,1,0.0033736866095021,1.0098939598304422,1.0098939598304422,MD1_vs_CTR,-1.0098939598304422,0.0033736866095021,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,,-1.0098939598304422,,,,,,0.0033736866095021,,,,,,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
FZD1,ENSG00000157240,FZD1,FZD1,frizzled class receptor 1,mistyrose,mistyrose,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0033880442047562,1.2172721632502037,1.1261798106124175,MC100_vs_MC1,1.2172721632502037,0.0033880442047562,up_in_tested,1,1,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.2172721632502037,-1.0350874579746312,,,,,0.0033880442047562,0.0176437553062482,,,,,up_in_tested,down_in_tested,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
PHETA1,ENSG00000198324,PHETA1,PHETA1,PH domain containing endocytic trafficking adaptor 1,darkgrey,darkgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,0.0033995379069334,1.399127102754009,1.2342043567421845,MC100_vs_MC1,-1.399127102754009,0.0033995379069334,down_in_tested,2,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.399127102754009,1.2601659855914034,1.0433199818811414,,,,0.0033995379069334,0.0109087637252166,0.0455373828246793,,,,down_in_tested,up_in_tested,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SLC7A6,ENSG00000103064,SLC7A6,SLC7A6,solute carrier family 7 member 6,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0034955856091627,1.280523360560411,1.280523360560411,MA100_vs_CTR,-1.280523360560411,0.0034955856091627,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.280523360560411,,,,,,0.0034955856091627,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RIOX1,ENSG00000170468,RIOX1,RIOX1,ribosomal oxygenase 1,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0035651553407001,1.0387723810932132,1.0387723810932132,MC100_vs_MC1,-1.0387723810932132,0.0035651553407001,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0387723810932132,,,,,,0.0035651553407001,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
IL13RA2,ENSG00000123496,IL13RA2,IL13RA2,interleukin 13 receptor subunit alpha 2,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0035833494828013,1.495213310880387,1.2645025838197064,MA100_vs_CTR,-1.495213310880387,0.0035833494828013,down_in_tested,1,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.495213310880387,,,1.0512470161696503,-1.2470474244090817,,0.0035833494828013,,,0.0441378669562728,0.0152944970091716,,down_in_tested,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
PSMC4,ENSG00000013275,PSMC4,PSMC4,"proteasome 26S subunit, ATPase 4",dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0037344922141663,1.107297140396691,1.107297140396691,MC100_vs_MC1,1.107297140396691,0.0037344922141663,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.107297140396691,,,,,,0.0037344922141663,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
AKTIP,ENSG00000166971,AKTIP,AKTIP,AKT interacting protein,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0037548197066118,2.001939957453944,2.001939957453944,MC100_vs_MC1,2.001939957453944,0.0037548197066118,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,2.001939957453944,,,,,,0.0037548197066118,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
CEPT1,ENSG00000134255,CEPT1,CEPT1,choline/ethanolamine phosphotransferase 1,gainsboro,gainsboro,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0037945044301687,1.1957788328729555,1.1367419014942224,MA100_vs_CTR,1.1957788328729555,0.005070094471055,up_in_tested,2,1,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,1.1957788328729555,,,-1.1911746283535676,1.0232722432561443,,0.005070094471055,,,0.0037945044301687,0.0173298643242664,,up_in_tested,,,down_in_tested,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SMIM20,ENSG00000250317,SMIM20,SMIM20,small integral membrane protein 20,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0038543938968456,1.0873265442645048,1.0873265442645048,MA100_vs_CTR,-1.0873265442645048,0.0038543938968456,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0873265442645048,,,,,,0.0038543938968456,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ATP6V0E2,ENSG00000171130,ATP6V0E2,ATP6V0E2,ATPase H+ transporting V0 subunit e2,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0039098616049387,1.3526922985543066,1.3526922985543066,MC100_vs_MC1,-1.3526922985543066,0.0039098616049387,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.3526922985543066,,,,,,0.0039098616049387,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
CALM3,ENSG00000160014,CALM3,CALM3,calmodulin 3,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0041670730082054,1.312037429287474,1.1985618570841041,MA100_vs_CTR,-1.312037429287474,0.0041670730082054,down_in_tested,1,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.312037429287474,,,1.0850862848807343,,,0.0041670730082054,,,0.0152866138902649,,,down_in_tested,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
HDDC3,ENSG00000184508,HDDC3,HDDC3,HD domain containing 3,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0042087520033699,1.6241049301402473,1.6241049301402473,MC100_vs_MC1,-1.6241049301402473,0.0042087520033699,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.6241049301402473,,,,,,0.0042087520033699,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ACBD4,ENSG00000181513,ACBD4,ACBD4,acyl-CoA binding domain containing 4,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0042429335663343,1.6630448359485792,1.6630448359485792,MC100_vs_MC1,-1.6630448359485792,0.0042429335663343,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.6630448359485792,,,,,,0.0042429335663343,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
RFX1,ENSG00000132005,RFX1,RFX1,regulatory factor X1,gainsboro,gainsboro,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0042644158204884,1.642549023688152,1.4395733652172111,MC100_vs_MC1,-1.642549023688152,0.0042644158204884,down_in_tested,1,1,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,,,-1.642549023688152,1.2365977067462703,,,,,0.0042644158204884,0.0420458306196998,,,,,down_in_tested,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
JPH2,ENSG00000149596,JPH2,JPH2,junctophilin 2,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0042909502977755,1.8931997572538484,1.8931997572538484,MC100_vs_MC1,-1.8931997572538484,0.0042909502977755,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.8931997572538484,,,,,,0.0042909502977755,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ITGA3,ENSG00000005884,ITGA3,ITGA3,integrin subunit alpha 3,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0043664508807169,1.1418145801880433,1.1418145801880433,MC100_vs_MC1,-1.1418145801880433,0.0043664508807169,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.1418145801880433,,,,,,0.0043664508807169,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
FZD4,ENSG00000174804,FZD4,FZD4,frizzled class receptor 4,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0044428231647368,1.2761575811392476,1.2761575811392476,MA100_vs_CTR,-1.2761575811392476,0.0044428231647368,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.2761575811392476,,,,,,0.0044428231647368,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
BECN1,ENSG00000126581,BECN1,BECN1,beclin 1,darkgrey,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0046004412479032,1.9817042237117544,1.6204835278519247,MC100_vs_MC1,-1.9817042237117544,0.0046004412479032,down_in_tested,1,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.9817042237117544,1.259262831992095,,,,,0.0046004412479032,0.0953709928076529,,,,,down_in_tested,up_in_tested,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
HLA-DPB1,ENSG00000223865,HLA-DPB1,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0046053101345958,2.352488972887215,2.352488972887215,MC100_vs_MC1,2.352488972887215,0.0046053101345958,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,2.352488972887215,,,,,,0.0046053101345958,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
PPP1R37,ENSG00000104866,PPP1R37,PPP1R37,protein phosphatase 1 regulatory subunit 37,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0047828591559856,1.1967026843738622,1.1967026843738622,MC100_vs_MC1,-1.1967026843738622,0.0047828591559856,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.1967026843738622,,,,,,0.0047828591559856,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
GALK2,ENSG00000156958,GALK2,GALK2,galactokinase 2,white,white,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0048130285604313,1.413227289398198,1.2699288083884341,MC100_vs_MC1,1.413227289398198,0.0048130285604313,up_in_tested,2,0,deg_fraction,True,particle_size_um,0.1986467889396642,0.388015130431676,0.7331959097856707,0.01892744479495268,1.12663032737867,,,1.413227289398198,,,0.0372485435674367,,,0.0048130285604313,,,up_in_tested,,,up_in_tested,,,317,6,4,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RPS23,ENSG00000186468,RPS23,RPS23,ribosomal protein S23,dimgrey,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0048339499198606,1.0517125363878792,1.03056153726531,MA100_vs_CTR,-1.0517125363878792,0.0048339499198606,down_in_tested,0,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0517125363878792,,,,,-1.009410538142741,0.0048339499198606,,,,,0.0070197018758402,down_in_tested,,,,,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
BNC1,ENSG00000169594,BNC1,BNC1,basonuclin zinc finger protein 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0049034439387408,2.6962865510600054,2.6962865510600054,MC100_vs_MC1,2.6962865510600054,0.0049034439387408,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,2.6962865510600054,,,,,,0.0049034439387408,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
MTERF3,ENSG00000156469,MTERF3,MTERF3,mitochondrial transcription termination factor 3,dimgrey,dimgrey,MC1_vs_CTR;MD1_vs_CTR,2,2,0.0049416737285958,1.2196751393053136,1.175710585273512,MD1_vs_CTR,-1.2196751393053136,0.0049416737285958,down_in_tested,0,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,-1.13174603124171,-1.2196751393053136,,,,,0.0084998855145146,0.0049416737285958,,,,,down_in_tested,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ZBTB24,ENSG00000112365,ZBTB24,ZBTB24,zinc finger and BTB domain containing 24,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0050841942992006,1.1442950752138366,1.1442950752138366,MA100_vs_CTR,-1.1442950752138366,0.0050841942992006,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.1442950752138366,,,,,,0.0050841942992006,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
GPN1,ENSG00000198522,GPN1,GPN1,GPN-loop GTPase 1,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0051308558210857,1.0220179624919583,1.0220179624919583,MA100_vs_CTR,-1.0220179624919583,0.0051308558210857,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0220179624919583,,,,,,0.0051308558210857,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SOCS1,ENSG00000185338,SOCS1,SOCS1,suppressor of cytokine signaling 1,darkgrey,darkgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0051757168184849,1.1738963692354645,1.1113436664998382,MA100_vs_CTR,1.1738963692354645,0.0051757168184849,up_in_tested,2,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.1738963692354645,,,,1.048790963764212,,0.0051757168184849,,,,0.0123408033756783,,up_in_tested,,,,up_in_tested,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
LYNX1,ENSG00000180155,LYNX1,LYNX1,Ly6/neurotoxin 1,darkgrey,darkgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0051757168184849,1.1293089680493442,1.0769988354784825,MA100_vs_CTR,1.1293089680493442,0.0051757168184849,up_in_tested,2,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.1293089680493442,,,,1.0246887029076206,,0.0051757168184849,,,,0.0108668585678218,,up_in_tested,,,,up_in_tested,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
TXNDC11,ENSG00000153066,TXNDC11,TXNDC11,thioredoxin domain containing 11,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0051993954374204,1.9322588713559208,1.9322588713559208,MC100_vs_MC1,1.9322588713559208,0.0051993954374204,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.9322588713559208,,,,,,0.0051993954374204,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
MAPK11,ENSG00000185386,MAPK11,MAPK11,mitogen-activated protein kinase 11,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0054042447233448,1.2431047544559253,1.2431047544559253,MC100_vs_MC1,-1.2431047544559253,0.0054042447233448,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.2431047544559253,,,,,,0.0054042447233448,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
PLXNB2,ENSG00000196576,PLXNB2,PLXNB2,plexin B2,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0055063427942909,1.0773691352363295,1.0773691352363295,MC100_vs_MC1,-1.0773691352363295,0.0055063427942909,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.0773691352363295,,,,,,0.0055063427942909,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ACTG1,ENSG00000184009,ACTG1,ACTG1,actin gamma 1,dimgrey,dimgrey,MC1_vs_CTR;MD1_vs_CTR,2,2,0.0055651301287513,1.1368187605259337,1.0877504448681494,MD1_vs_CTR,-1.1368187605259337,0.0055651301287513,down_in_tested,0,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,-1.0386821292103652,-1.1368187605259337,,,,,0.0108668585678218,0.0055651301287513,,,,,down_in_tested,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TRAPPC13,ENSG00000113597,TRAPPC13,TRAPPC13,trafficking protein particle complex subunit 13,dimgrey,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.005575767004954,1.3283576200476297,1.3055044577874693,MC1_vs_CTR,-1.3283576200476297,0.005575767004954,down_in_tested,1,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.282651295527309,-1.3283576200476297,,,,,0.0065207570521159,0.005575767004954,,,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ZBTB42,ENSG00000179627,ZBTB42,ZBTB42,zinc finger and BTB domain containing 42,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0058026109081592,1.9496451418978205,1.9496451418978205,MC100_vs_MC1,-1.9496451418978205,0.0058026109081592,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.9496451418978205,,,,,,0.0058026109081592,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
HDAC5,ENSG00000108840,HDAC5,HDAC5,histone deacetylase 5,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0058039761191496,1.1839768133102735,1.1839768133102735,MC100_vs_MC1,-1.1839768133102735,0.0058039761191496,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.1839768133102735,,,,,,0.0058039761191496,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
NOX1,ENSG00000007952,NOX1,NOX1,NADPH oxidase 1,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0059141384969485,1.5134604051319802,1.5134604051319802,MC100_vs_MC1,-1.5134604051319802,0.0059141384969485,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.5134604051319802,,,,,,0.0059141384969485,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
CTSZ,ENSG00000101160,CTSZ,CTSZ,cathepsin Z,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0059164788706437,1.5615480343352524,1.5615480343352524,MC100_vs_MC1,-1.5615480343352524,0.0059164788706437,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.5615480343352524,,,,,,0.0059164788706437,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
