gene_id,gene_symbol,gene_name,notfound,gene_label
ENSG00000204469,PRRC2A,proline rich coiled-coil 2A,False,PRRC2A
ENSG00000204514,ZNF814,zinc finger protein 814,False,ZNF814
ENSG00000204519,ZNF551,zinc finger protein 551,False,ZNF551
ENSG00000204520,MICA,MHC class I polypeptide-related sequence A,False,MICA
ENSG00000204524,ZNF805,zinc finger protein 805,False,ZNF805
ENSG00000204525,HLA-C,"major histocompatibility complex, class I, C",False,HLA-C
ENSG00000204536,CCHCR1,coiled-coil alpha-helical rod protein 1,False,CCHCR1
ENSG00000204560,DHX16,DEAH-box helicase 16,False,DHX16
ENSG00000204564,C6orf136,chromosome 6 open reading frame 136,False,C6orf136
ENSG00000204569,PPP1R10,protein phosphatase 1 regulatory subunit 10,False,PPP1R10
ENSG00000204574,ABCF1,ATP binding cassette subfamily F member 1,False,ABCF1
ENSG00000204590,GNL1,G protein nucleolar 1,False,GNL1
ENSG00000204592,HLA-E,"major histocompatibility complex, class I, E",False,HLA-E
ENSG00000204604,ZNF468,zinc finger protein 468,False,ZNF468
ENSG00000204611,ZNF616,zinc finger protein 616,False,ZNF616
ENSG00000204619,PPP1R11,protein phosphatase 1 regulatory inhibitor subunit 11,False,PPP1R11
ENSG00000204628,RACK1,receptor for activated C kinase 1,False,RACK1
ENSG00000204634,TBC1D8,TBC1 domain family member 8,False,TBC1D8
ENSG00000204642,HLA-F,"major histocompatibility complex, class I, F",False,HLA-F
ENSG00000204673,AKT1S1,AKT1 substrate 1,False,AKT1S1
ENSG00000204681,GABBR1,gamma-aminobutyric acid type B receptor subunit 1,False,GABBR1
ENSG00000204713,TRIM27,tripartite motif containing 27,False,TRIM27
ENSG00000204764,RANBP17,RAN binding protein 17,False,RANBP17
ENSG00000204767,INSYN2B,inhibitory synaptic factor family member 2B,False,INSYN2B
ENSG00000204842,ATXN2,ataxin 2,False,ATXN2
ENSG00000204843,DCTN1,dynactin subunit 1,False,DCTN1
ENSG00000204852,TCTN1,tectonic family member 1,False,TCTN1
ENSG00000204856,FAM216A,family with sequence similarity 216 member A,False,FAM216A
ENSG00000204859,ZBTB48,zinc finger and BTB domain containing 48,False,ZBTB48
ENSG00000204899,MZT1,mitotic spindle organizing protein 1,False,MZT1
ENSG00000204922,UQCC3,ubiquinol-cytochrome c reductase complex assembly factor 3,False,UQCC3
ENSG00000204923,FBXO48,F-box protein 48,False,FBXO48
ENSG00000204941,PSG5,pregnancy specific beta-1-glycoprotein 5,False,PSG5
ENSG00000204946,ZNF783,zinc finger protein 783,False,ZNF783
ENSG00000204947,ZNF425,zinc finger protein 425,False,ZNF425
ENSG00000204954,UQCC6,ubiquinol-cytochrome c reductase complex assembly factor 6,False,UQCC6
ENSG00000204956,PCDHGA1,"protocadherin gamma subfamily A, 1",False,PCDHGA1
ENSG00000204977,TRIM13,tripartite motif containing 13,False,TRIM13
ENSG00000204991,SPIRE2,spire type actin nucleation factor 2,False,SPIRE2
ENSG00000205045,SLFN12L,schlafen family member 12 like,False,SLFN12L
ENSG00000205060,SLC35B4,solute carrier family 35 member B4,False,SLC35B4
ENSG00000205084,TMEM231,transmembrane protein 231,False,TMEM231
ENSG00000205085,GARIN1A,golgi associated RAB2 interactor 1A,False,GARIN1A
ENSG00000205090,TMEM240,transmembrane protein 240,False,TMEM240
ENSG00000205133,TRIQK,triple QxxK/R motif containing,False,TRIQK
ENSG00000205138,SDHAF1,succinate dehydrogenase complex assembly factor 1,False,SDHAF1
ENSG00000205155,PSENEN,"presenilin enhancer, gamma-secretase subunit",False,PSENEN
ENSG00000205189,ZBTB10,zinc finger and BTB domain containing 10,False,ZBTB10
ENSG00000205208,C4orf46,chromosome 4 open reading frame 46,False,C4orf46
ENSG00000205213,LGR4,leucine rich repeat containing G protein-coupled receptor 4,False,LGR4
ENSG00000205250,E2F4,E2F transcription factor 4,False,E2F4
ENSG00000205268,PDE7A,phosphodiesterase 7A,False,PDE7A
ENSG00000205269,TMEM170B,transmembrane protein 170B,False,TMEM170B
ENSG00000205277,MUC12,"mucin 12, cell surface associated",False,MUC12
ENSG00000205302,SNX2,sorting nexin 2,False,SNX2
ENSG00000205309,NT5M,"5',3'-nucleotidase, mitochondrial",False,NT5M
ENSG00000205323,SARNP,SAP domain containing ribonucleoprotein,False,SARNP
ENSG00000205336,ADGRG1,adhesion G protein-coupled receptor G1,False,ADGRG1
ENSG00000205339,IPO7,importin 7,False,IPO7
ENSG00000205352,PRR13,proline rich 13,False,PRR13
ENSG00000205356,TECPR1,tectonin beta-propeller repeat containing 1,False,TECPR1
ENSG00000205362,MT1A,metallothionein 1A,False,MT1A
ENSG00000205364,MT1M,metallothionein 1M,False,MT1M
ENSG00000205403,CFI,complement factor I,False,CFI
ENSG00000205413,SAMD9,sterile alpha motif domain containing 9,False,SAMD9
ENSG00000205423,CNEP1R1,CTD nuclear envelope phosphatase 1 regulatory subunit 1,False,CNEP1R1
ENSG00000205426,KRT81,keratin 81,False,KRT81
ENSG00000205476,CCDC85C,coiled-coil domain containing 85C,False,CCDC85C
ENSG00000205482,SPDYE18,speedy/RINGO cell cycle regulator family member E18,False,SPDYE18
ENSG00000205517,RGL3,ral guanine nucleotide dissociation stimulator like 3,False,RGL3
ENSG00000205531,NAP1L4,nucleosome assembly protein 1 like 4,False,NAP1L4
ENSG00000205542,TMSB4X,thymosin beta 4 X-linked,False,TMSB4X
ENSG00000205581,HMGN1,high mobility group nucleosome binding domain 1,False,HMGN1
ENSG00000205593,DENND6B,DENN domain containing 6B,False,DENND6B
ENSG00000205629,LCMT1,leucine carboxyl methyltransferase 1,False,LCMT1
ENSG00000205639,MFSD2B,"MFSD2 lysolipid transporter B, sphingolipid",False,MFSD2B
ENSG00000205643,CDPF1,cysteine rich DPF motif domain containing 1,False,CDPF1
ENSG00000205659,LIN52,lin-52 DREAM MuvB core complex component,False,LIN52
ENSG00000205683,DPF3,double PHD fingers 3,False,DPF3
ENSG00000205707,ETFRF1,electron transfer flavoprotein regulatory factor 1,False,ETFRF1
ENSG00000205726,ITSN1,intersectin 1,False,ITSN1
ENSG00000205730,ITPRIPL2,ITPRIP like 2,False,ITPRIPL2
ENSG00000205758,CRYZL1,crystallin zeta like 1,False,CRYZL1
ENSG00000205765,RIMOC1,RAB7A interacting MON1-CCZ1 complex subunit 1,False,RIMOC1
ENSG00000205795,CYS1,cystin 1,False,CYS1
ENSG00000205808,PLPP6,phospholipid phosphatase 6,False,PLPP6
ENSG00000205835,GMNC,geminin coiled-coil domain containing,False,GMNC
ENSG00000205838,TTC23L,tetratricopeptide repeat domain 23 like,False,TTC23L
ENSG00000205863,C1QTNF9B,C1q and TNF related 9B,False,C1QTNF9B
ENSG00000205903,ZNF316,zinc finger protein 316,False,ZNF316
ENSG00000205937,RNPS1,RNA binding protein with serine rich domain 1,False,RNPS1
ENSG00000205978,NYNRIN,NYN domain and retroviral integrase containing,False,NYNRIN
ENSG00000205981,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19,False,DNAJC19
ENSG00000206052,DOK6,docking protein 6,False,DOK6
ENSG00000206053,JPT2,Jupiter microtubule associated homolog 2,False,JPT2
ENSG00000206140,TMEM191C,transmembrane protein 191C,False,TMEM191C
ENSG00000206190,ATP10A,ATPase phospholipid transporting 10A (putative),False,ATP10A
ENSG00000206384,COL6A6,collagen type VI alpha 6 chain,False,COL6A6
ENSG00000206418,RAB12,"RAB12, member RAS oncogene family",False,RAB12
ENSG00000206503,HLA-A,"major histocompatibility complex, class I, A",False,HLA-A
ENSG00000206527,HACD2,3-hydroxyacyl-CoA dehydratase 2,False,HACD2
ENSG00000206530,CFAP44,cilia and flagella associated protein 44,False,CFAP44
ENSG00000206535,LNP1,leukemia NUP98 fusion partner 1,False,LNP1
ENSG00000206538,VGLL3,vestigial like family member 3,False,VGLL3
ENSG00000206559,ZCWPW2,zinc finger CW-type and PWWP domain containing 2,False,ZCWPW2
ENSG00000206560,ANKRD28,ankyrin repeat domain 28,False,ANKRD28
ENSG00000206561,COLQ,collagen like tail subunit of asymmetric acetylcholinesterase,False,COLQ
ENSG00000206562,METTL6,"methyltransferase 6, tRNA N3-cytidine",False,METTL6
ENSG00000206567,EMC3,ER membrane protein complex subunit 3,False,EMC3
ENSG00000211445,GPX3,glutathione peroxidase 3,False,GPX3
ENSG00000211448,DIO2,iodothyronine deiodinase 2,False,DIO2
ENSG00000211450,SELENOH,selenoprotein H,False,SELENOH
ENSG00000211454,AKR7L,aldo-keto reductase family 7 like (gene/pseudogene),False,AKR7L
ENSG00000211455,STK38L,serine/threonine kinase 38 like,False,STK38L
ENSG00000211456,SACM1L,SAC1 like phosphatidylinositide phosphatase,False,SACM1L
ENSG00000211460,TSN,translin,False,TSN
ENSG00000211584,SLC48A1,solute carrier family 48 member 1,False,SLC48A1
ENSG00000212123,PRR22,proline rich 22,False,PRR22
ENSG00000212747,RTL8B,retrotransposon Gag like 8B,False,RTL8B
ENSG00000212864,RNF208,ring finger protein 208,False,RNF208
ENSG00000212907,MT-ND4L,NADH dehydrogenase subunit 4L,False,MT-ND4L
ENSG00000212916,MAP10,microtubule associated protein 10,False,MAP10
ENSG00000213015,ZNF580,zinc finger protein 580,False,ZNF580
ENSG00000213020,ZNF611,zinc finger protein 611,False,ZNF611
ENSG00000213024,NUP62,nucleoporin 62,False,NUP62
ENSG00000213047,DENND1B,DENN domain containing 1B,False,DENND1B
ENSG00000213064,SFT2D2,SFT2 domain containing 2,False,SFT2D2
ENSG00000213066,CEP43,centrosomal protein 43,False,CEP43
ENSG00000213079,SCAF8,SR-related CTD associated factor 8,False,SCAF8
ENSG00000213085,CFAP45,cilia and flagella associated protein 45,False,CFAP45
ENSG00000213096,ZNF254,zinc finger protein 254,False,ZNF254
ENSG00000213123,DYNLT2B,dynein light chain Tctex-type 2B,False,DYNLT2B
ENSG00000213139,CRYGS,crystallin gamma S,False,CRYGS
ENSG00000213160,KLHL23,kelch like family member 23,False,KLHL23
ENSG00000213185,FAM24B,family with sequence similarity 24 member B,False,FAM24B
ENSG00000213186,TRIM59,tripartite motif containing 59,False,TRIM59
ENSG00000213190,MLLT11,MLLT11 transcription factor 7 cofactor,False,MLLT11
ENSG00000213213,CCDC183,coiled-coil domain containing 183,False,CCDC183
ENSG00000213221,DNLZ,DNL-type zinc finger,False,DNLZ
ENSG00000213281,NRAS,"NRAS proto-oncogene, GTPase",False,NRAS
ENSG00000213337,ANKRD39,ankyrin repeat domain 39,False,ANKRD39
ENSG00000213339,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,False,QTRT1
ENSG00000213341,CHUK,component of inhibitor of nuclear factor kappa B kinase complex,False,CHUK
ENSG00000213347,MXD3,MAX dimerization protein 3,False,MXD3
ENSG00000213366,GSTM2,glutathione S-transferase mu 2,False,GSTM2
ENSG00000213380,COG8,component of oligomeric golgi complex 8,False,COG8
ENSG00000213390,ARHGAP19,Rho GTPase activating protein 19,False,ARHGAP19
ENSG00000213397,HAUS7,HAUS augmin like complex subunit 7,False,HAUS7
ENSG00000213398,LCAT,lecithin-cholesterol acyltransferase,False,LCAT
ENSG00000213420,GPC2,glypican 2,False,GPC2
ENSG00000213445,SIPA1,signal-induced proliferation-associated 1,False,SIPA1
ENSG00000213462,ERV3-1,"endogenous retrovirus group 3 member 1, envelope",False,ERV3-1
ENSG00000213463,SYNJ2BP,synaptojanin 2 binding protein,False,SYNJ2BP
ENSG00000213465,ARL2,ARF like GTPase 2,False,ARL2
ENSG00000213516,RBMXL1,RBMX like 1,False,RBMXL1
ENSG00000213523,SRA1,steroid receptor RNA activator 1,False,SRA1
ENSG00000213533,STIMATE,STIM activating enhancer,False,STIMATE
ENSG00000213551,DNAJC9,DnaJ heat shock protein family (Hsp40) member C9,False,DNAJC9
ENSG00000213563,C8orf82,chromosome 8 open reading frame 82,False,C8orf82
ENSG00000213585,VDAC1,voltage dependent anion channel 1,False,VDAC1
ENSG00000213593,TMX2,thioredoxin related transmembrane protein 2,False,TMX2
ENSG00000213614,HEXA,hexosaminidase subunit alpha,False,HEXA
ENSG00000213619,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3,False,NDUFS3
ENSG00000213625,LEPROT,leptin receptor overlapping transcript,False,LEPROT
ENSG00000213626,LBH,LBH regulator of Wnt signaling pathway,False,LBH
ENSG00000213639,PPP1CB,protein phosphatase 1 catalytic subunit beta,False,PPP1CB
ENSG00000213658,LAT,linker for activation of T cells,False,LAT
ENSG00000213672,NCKIPSD,NCK interacting protein with SH3 domain,False,NCKIPSD
ENSG00000213694,S1PR3,sphingosine-1-phosphate receptor 3,False,S1PR3
ENSG00000213699,SLC35F6,solute carrier family 35 member F6,False,SLC35F6
ENSG00000213719,CLIC1,CLIC family member 1,False,CLIC1
ENSG00000213722,DDAH2,"DDAH family member 2, ADMA-independent",False,DDAH2
ENSG00000213741,RPS29,ribosomal protein S29,False,RPS29
ENSG00000213762,ZNF134,zinc finger protein 134,False,ZNF134
ENSG00000213793,ZNF888,zinc finger protein 888,False,ZNF888
ENSG00000213799,ZNF845,zinc finger protein 845,False,ZNF845
ENSG00000213853,EMP2,epithelial membrane protein 2,False,EMP2
ENSG00000213889,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",False,PPM1N
ENSG00000213901,SLC23A3,solute carrier family 23 member 3,False,SLC23A3
ENSG00000213918,DNASE1,deoxyribonuclease 1,False,DNASE1
ENSG00000213923,CSNK1E,casein kinase 1 epsilon,False,CSNK1E
ENSG00000213930,GALT,galactose-1-phosphate uridylyltransferase,False,GALT
ENSG00000213949,ITGA1,integrin subunit alpha 1,False,ITGA1
ENSG00000213965,NUDT19,nudix hydrolase 19,False,NUDT19
ENSG00000213967,ZNF726,zinc finger protein 726,False,ZNF726
ENSG00000213983,AP1G2,adaptor related protein complex 1 subunit gamma 2,False,AP1G2
ENSG00000213988,ZNF90,zinc finger protein 90,False,ZNF90
ENSG00000213995,NAXD,NAD(P)HX dehydratase,False,NAXD
ENSG00000213996,TM6SF2,transmembrane 6 superfamily member 2,False,TM6SF2
ENSG00000214013,GANC,"glucosidase alpha, neutral C",False,GANC
ENSG00000214021,TTLL3,tubulin tyrosine ligase like 3,False,TTLL3
ENSG00000214022,REPIN1,replication initiator 1,False,REPIN1
ENSG00000214026,MRPL23,mitochondrial ribosomal protein L23,False,MRPL23
ENSG00000214029,ZNF891,zinc finger protein 891,False,ZNF891
ENSG00000214046,SMIM7,small integral membrane protein 7,False,SMIM7
ENSG00000214063,TSPAN4,tetraspanin 4,False,TSPAN4
ENSG00000214078,CPNE1,copine 1,False,CPNE1
ENSG00000214087,ARL16,ARF like GTPase 16,False,ARL16
ENSG00000214113,LYRM4,LYR motif containing 4,False,LYRM4
ENSG00000214114,MYCBP,MYC binding protein,False,MYCBP
ENSG00000214140,PRCD,photoreceptor disc component,False,PRCD
ENSG00000214160,ALG3,"ALG3 alpha-1,3- mannosyltransferase",False,ALG3
ENSG00000214193,MNMIP1,manchette microtubule inner protein 1,False,MNMIP1
ENSG00000214194,SMIM30,small integral membrane protein 30,False,SMIM30
ENSG00000214226,C17orf67,chromosome 17 open reading frame 67,False,C17orf67
ENSG00000214253,FIS1,"fission, mitochondrial 1",False,FIS1
ENSG00000214274,ANG,angiogenin,False,ANG
ENSG00000214279,SCART1,scavenger receptor family member expressed on T cells 1,False,SCART1
ENSG00000214300,SPDYE3,speedy/RINGO cell cycle regulator family member E3,False,SPDYE3
ENSG00000214309,MBLAC1,metallo-beta-lactamase domain containing 1,False,MBLAC1
ENSG00000214338,MTCL3,MTCL family member 3,False,MTCL3
ENSG00000214357,NEURL1B,neuralized E3 ubiquitin protein ligase 1B,False,NEURL1B
ENSG00000214367,HAUS3,HAUS augmin like complex subunit 3,False,HAUS3
ENSG00000214376,VSTM5,V-set and transmembrane domain containing 5,False,VSTM5
ENSG00000214413,BBIP1,BBSome interacting protein 1,False,BBIP1
ENSG00000214517,PPME1,protein phosphatase methylesterase 1,False,PPME1
ENSG00000214530,STARD10,StAR related lipid transfer domain containing 10,False,STARD10
ENSG00000214595,EML6,EMAP like 6,False,EML6
ENSG00000214652,ZNF727,zinc finger protein 727,False,ZNF727
ENSG00000214654,B3GALT9,"beta-1,3-galactosyltransferase 9",False,B3GALT9
ENSG00000214655,ZSWIM8,zinc finger SWIM-type containing 8,False,ZSWIM8
ENSG00000214694,ARHGEF33,Rho guanine nucleotide exchange factor 33,False,ARHGEF33
ENSG00000214706,IFRD2,interferon related developmental regulator 2,False,IFRD2
ENSG00000214753,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2,False,HNRNPUL2
ENSG00000214756,CSKMT,citrate synthase lysine methyltransferase,False,CSKMT
ENSG00000214941,ZSWIM7,zinc finger SWIM-type containing 7,False,ZSWIM7
ENSG00000214944,ARHGEF28,Rho guanine nucleotide exchange factor 28,False,ARHGEF28
ENSG00000214954,LRRC69,leucine rich repeat containing 69,False,LRRC69
ENSG00000214960,CRPPA,CDP-L-ribitol pyrophosphorylase A,False,CRPPA
ENSG00000215012,RTL10,retrotransposon Gag like 10,False,RTL10
ENSG00000215021,PHB2,prohibitin 2,False,PHB2
ENSG00000215114,UBXN2B,UBX domain protein 2B,False,UBXN2B
ENSG00000215126,ZNG1F,Zn regulated GTPase metalloprotein activator 1F,False,ZNG1F
ENSG00000215156,LOC124906497,putative POM121-like protein 1-like,False,LOC124906497
ENSG00000215193,PEX26,peroxisomal biogenesis factor 26,False,PEX26
ENSG00000215251,FASTKD5,FAST kinase domains 5,False,FASTKD5
ENSG00000215252,GOLGA8B,golgin A8 family member B,False,GOLGA8B
ENSG00000215262,KCNU1,potassium calcium-activated channel subfamily U member 1,False,KCNU1
ENSG00000215301,DDX3X,DEAD-box helicase 3 X-linked,False,DDX3X
ENSG00000215305,VPS16,VPS16 core subunit of CORVET and HOPS complexes,False,VPS16
ENSG00000215375,MYL5,myosin light chain 5,False,MYL5
ENSG00000215421,ZNF407,zinc finger protein 407,False,ZNF407
ENSG00000215440,NPEPL1,aminopeptidase like 1,False,NPEPL1
ENSG00000215712,TMEM242,transmembrane protein 242,False,TMEM242
ENSG00000215717,TMEM167B,transmembrane protein 167B,False,TMEM167B
ENSG00000215784,FAM72D,family with sequence similarity 72 member D,False,FAM72D
ENSG00000215817,ZC3H11B,zinc finger CCCH-type containing 11B,False,ZC3H11B
ENSG00000215883,CYB5RL,cytochrome b5 reductase like,False,CYB5RL
ENSG00000216937,CCDC7,coiled-coil domain containing 7,False,CCDC7
ENSG00000217128,FNIP1,folliculin interacting protein 1,False,FNIP1
ENSG00000218336,TENM3,teneurin transmembrane protein 3,False,TENM3
ENSG00000218739,CEBPZOS,CEBPZ opposite strand,False,CEBPZOS
ENSG00000218891,ZNF579,zinc finger protein 579,False,ZNF579
ENSG00000219200,RNASEK,ribonuclease K,False,RNASEK
ENSG00000219481,NBPF1,NBPF member 1,False,NBPF1
ENSG00000219545,UMAD1,UBAP1-MVB12-associated (UMA) domain containing 1,False,UMAD1
ENSG00000219607,PPP1R3G,protein phosphatase 1 regulatory subunit 3G,False,PPP1R3G
ENSG00000219626,FAM228B,family with sequence similarity 228 member B,False,FAM228B
ENSG00000220201,ZGLP1,zinc finger GATA like protein 1,False,ZGLP1
ENSG00000220205,VAMP2,vesicle associated membrane protein 2,False,VAMP2
ENSG00000221818,EBF2,EBF transcription factor 2,False,EBF2
ENSG00000221821,PEX39,peroxisomal biogenesis factor 39,False,PEX39
ENSG00000221823,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha",False,PPP3R1
ENSG00000221829,FANCG,FA complementation group G,False,FANCG
ENSG00000221838,AP4M1,adaptor related protein complex 4 subunit mu 1,False,AP4M1
ENSG00000221843,SPATA31H1,SPATA31 subfamily H member 1,False,SPATA31H1
ENSG00000221866,PLXNA4,plexin A4,False,PLXNA4
ENSG00000221869,CEBPD,CCAAT enhancer binding protein delta,False,CEBPD
ENSG00000221878,PSG7,pregnancy specific beta-1-glycoprotein 7,False,PSG7
ENSG00000221886,ZBED8,zinc finger BED-type containing 8,False,ZBED8
ENSG00000221887,HMSD,histocompatibility minor serpin domain containing,False,HMSD
ENSG00000221890,NPTXR,neuronal pentraxin receptor,False,NPTXR
ENSG00000221909,ZBED8L,ZBED8 like,False,ZBED8L
ENSG00000221914,PPP2R2A,protein phosphatase 2 regulatory subunit Balpha,False,PPP2R2A
ENSG00000221923,ZNF880,zinc finger protein 880,False,ZNF880
ENSG00000221926,TRIM16,tripartite motif containing 16,False,TRIM16
ENSG00000221944,TIGD1,tigger transposable element derived 1,False,TIGD1
ENSG00000221955,SLC12A8,solute carrier family 12 member 8,False,SLC12A8
ENSG00000221963,APOL6,apolipoprotein L6,False,APOL6
ENSG00000221968,FADS3,fatty acid desaturase 3,False,FADS3
ENSG00000221978,CCNL2,cyclin L2,False,CCNL2
ENSG00000221983,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,False,UBA52
ENSG00000222009,BTBD19,BTB domain containing 19,False,BTBD19
ENSG00000222011,FAM185A,family with sequence similarity 185 member A,False,FAM185A
ENSG00000223496,EXOSC6,exosome component 6,False,EXOSC6
ENSG00000223547,ZNF844,zinc finger protein 844,False,ZNF844
ENSG00000223609,HBD,hemoglobin subunit delta,False,HBD
ENSG00000223611,SUPT20HL2,SUPT20H like 2,False,SUPT20HL2
ENSG00000223802,CERS1,ceramide synthase 1,False,CERS1
ENSG00000223865,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",False,HLA-DPB1
ENSG00000224051,CPTP,ceramide-1-phosphate transfer protein,False,CPTP
ENSG00000224470,ATXN1L,ataxin 1 like,False,ATXN1L
ENSG00000224531,SMIM13,small integral membrane protein 13,False,SMIM13
ENSG00000224578,HNRNPA1L3,heterogeneous nuclear ribonucleoprotein A1 like 3,False,HNRNPA1L3
ENSG00000224877,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8,False,NDUFAF8
ENSG00000225177,LOC124900217,collagen alpha-1(III) chain,False,LOC124900217
ENSG00000225528,TMA7B,translation machinery associated 7 homolog B,False,TMA7B
ENSG00000225614,ZNF469,zinc finger protein 469,False,ZNF469
ENSG00000225663,MCRIP1,MAPK regulated corepressor interacting protein 1,False,MCRIP1
ENSG00000225697,SLC26A6,solute carrier family 26 member 6,False,SLC26A6
ENSG00000225828,FAM229A,family with sequence similarity 229 member A,False,FAM229A
ENSG00000225830,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",False,ERCC6
ENSG00000225921,NOL7,nucleolar protein 7,False,NOL7
ENSG00000225968,ELFN1,extracellular leucine rich repeat and fibronectin type III domain containing 1,False,ELFN1
ENSG00000225973,PIGBOS1,PIGB opposite strand 1,False,PIGBOS1
ENSG00000226124,FTCDNL1,formiminotransferase cyclodeaminase N-terminal like,False,FTCDNL1
ENSG00000226174,TEX22,testis expressed 22,False,TEX22
ENSG00000226479,TMEM185B,transmembrane protein 185B,False,TMEM185B
ENSG00000226742,HSBP1L1,heat shock factor binding protein 1 like 1,False,HSBP1L1
ENSG00000227051,C14orf132,chromosome 14 open reading frame 132,False,C14orf132
ENSG00000227057,WDR46,WD repeat domain 46,False,WDR46
ENSG00000227124,ZNF717,zinc finger protein 717,False,ZNF717
ENSG00000227234,SPANXB1,SPANX family member B1,False,SPANXB1
ENSG00000227345,PARG,poly(ADP-ribose) glycohydrolase,False,PARG
ENSG00000227500,SCAMP4,secretory carrier membrane protein 4,False,SCAMP4
ENSG00000228049,POLR2J2,RNA polymerase II subunit J2,False,POLR2J2
ENSG00000228253,MT-ATP8,ATP synthase F0 subunit 8,False,MT-ATP8
ENSG00000228474,OST4,"oligosaccharyltransferase complex subunit 4, non-catalytic",False,OST4
ENSG00000228594,FNDC10,fibronectin type III domain containing 10,False,FNDC10
ENSG00000228623,ZNF883,zinc finger protein 883,False,ZNF883
ENSG00000228672,PROB1,proline rich basic protein 1,False,PROB1
ENSG00000228696,ARL17B,ARF like GTPase 17B,False,ARL17B
ENSG00000228716,DHFR,dihydrofolate reductase,False,DHFR
ENSG00000229117,RPL41,ribosomal protein L41,False,RPL41
ENSG00000229676,ZNF492,zinc finger protein 492,False,ZNF492
ENSG00000229809,ZNF688,zinc finger protein 688,False,ZNF688
ENSG00000229833,PET100,PET100 cytochrome c oxidase chaperone,False,PET100
ENSG00000230124,ACBD6,acyl-CoA binding domain containing 6,False,ACBD6
ENSG00000230453,ANKRD18B,ankyrin repeat domain 18B,False,ANKRD18B
ENSG00000230797,YY2,YY2 transcription factor,False,YY2
ENSG00000230989,HSBP1,heat shock factor binding protein 1,False,HSBP1
ENSG00000231500,RPS18,ribosomal protein S18,False,RPS18
ENSG00000231924,PSG1,pregnancy specific beta-1-glycoprotein 1,False,PSG1
ENSG00000231925,TAPBP,TAP binding protein,False,TAPBP
ENSG00000232112,TMA7,translation machinery associated 7 homolog,False,TMA7
ENSG00000232119,MCTS1,MCTS1 re-initiation and release factor,False,MCTS1
ENSG00000232388,SMIM26,small integral membrane protein 26,False,SMIM26
ENSG00000232593,KANTR,KANTR integral membrane protein,False,KANTR
ENSG00000232838,PET117,PET117 cytochrome c oxidase chaperone,False,PET117
ENSG00000232859,LYRM9,LYR motif containing 9,False,LYRM9
ENSG00000233030,LOC124904411,uncharacterized LOC124904411,False,LOC124904411
ENSG00000233493,TMEM238,transmembrane protein 238,False,TMEM238
ENSG00000233757,ZNF892,zinc finger protein 892,False,ZNF892
ENSG00000233822,H2BC15,H2B clustered histone 15,False,H2BC15
ENSG00000233927,RPS28,ribosomal protein S28,False,RPS28
ENSG00000233954,UQCRHL,ubiquinol-cytochrome c reductase hinge protein like,False,UQCRHL
ENSG00000234284,ZNF879,zinc finger protein 879,False,ZNF879
ENSG00000234444,ZNF736,zinc finger protein 736,False,ZNF736
ENSG00000234465,PINLYP,phospholipase A2 inhibitor and LY6/PLAUR domain containing,False,PINLYP
ENSG00000234545,FAM133B,family with sequence similarity 133 member B,False,FAM133B
ENSG00000234616,JRK,Jrk helix-turn-helix protein,False,JRK
ENSG00000234719,NPIPB2,nuclear pore complex interacting protein family member B2,False,NPIPB2
ENSG00000234745,HLA-B,"major histocompatibility complex, class I, B",False,HLA-B
ENSG00000235098,ANKRD65,ankyrin repeat domain 65,False,ANKRD65
ENSG00000235106,BRD3OS,BRD3 opposite strand,False,BRD3OS
ENSG00000235109,ZSCAN31,zinc finger and SCAN domain containing 31,False,ZSCAN31
ENSG00000235162,C12orf75,chromosome 12 open reading frame 75,False,C12orf75
ENSG00000235169,SMIM1,small integral membrane protein 1 (Vel blood group),False,SMIM1
ENSG00000235173,HGH1,HGH1 cochaperone,False,HGH1
ENSG00000235194,PPP1R3E,protein phosphatase 1 regulatory subunit 3E,False,PPP1R3E
ENSG00000235272,RAMACL,RNA guanine-7 methyltransferase activating subunit like,False,RAMACL
ENSG00000235376,RPEL1,ribulose-5-phosphate-3-epimerase like 1,False,RPEL1
ENSG00000235453,TZMP1,transition zone microprotein 1,False,TZMP1
ENSG00000235750,KIAA0040,KIAA0040,False,KIAA0040
ENSG00000235961,PNMA6A,PNMA family member 6A,False,PNMA6A
ENSG00000236287,ZBED5,zinc finger BED-type containing 5,False,ZBED5
ENSG00000236383,CCDC200,coiled-coil domain containing 200,False,CCDC200
ENSG00000236444,UBE2L5,ubiquitin conjugating enzyme E2 L5,False,UBE2L5
ENSG00000236609,ZNF853,zinc finger protein 853,False,ZNF853
ENSG00000236699,ARHGEF38,Rho guanine nucleotide exchange factor 38,False,ARHGEF38
ENSG00000237172,B3GNT9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",False,B3GNT9
ENSG00000237190,XTBD1,XRN2 binding domain containing 1,False,XTBD1
