gene_id,gene_symbol,gene_name,notfound,gene_label
ENSG00000150540,HNMT,histamine N-methyltransferase,False,HNMT
ENSG00000150551,LYPD1,LY6/PLAUR domain containing 1,False,LYPD1
ENSG00000150556,LYPD6B,LY6/PLAUR domain containing 6B,False,LYPD6B
ENSG00000150593,PDCD4,programmed cell death 4,False,PDCD4
ENSG00000150627,WDR17,WD repeat domain 17,False,WDR17
ENSG00000150630,VEGFC,vascular endothelial growth factor C,False,VEGFC
ENSG00000150636,CCDC102B,coiled-coil domain containing 102B,False,CCDC102B
ENSG00000150637,CD226,CD226 molecule,False,CD226
ENSG00000150667,FSIP1,fibrous sheath interacting protein 1,False,FSIP1
ENSG00000150672,DLG2,discs large MAGUK scaffold protein 2,False,DLG2
ENSG00000150687,PRSS23,serine protease 23,False,PRSS23
ENSG00000150712,MTMR12,myotubularin related protein 12,False,MTMR12
ENSG00000150722,PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C,False,PPP1R1C
ENSG00000150753,CCT5,chaperonin containing TCP1 subunit 5,False,CCT5
ENSG00000150756,ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase,False,ATPSCKMT
ENSG00000150760,DOCK1,dedicator of cytokinesis 1,False,DOCK1
ENSG00000150764,DIXDC1,DIX domain containing 1,False,DIXDC1
ENSG00000150768,DLAT,dihydrolipoamide S-acetyltransferase,False,DLAT
ENSG00000150773,PIH1D2,PIH1 domain containing 2,False,PIH1D2
ENSG00000150776,NKAPD1,NKAP domain containing 1,False,NKAPD1
ENSG00000150779,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B,False,TIMM8B
ENSG00000150787,PTS,6-pyruvoyltetrahydropterin synthase,False,PTS
ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,False,PIP4K2A
ENSG00000150907,FOXO1,forkhead box O1,False,FOXO1
ENSG00000150938,CRIM1,cysteine rich transmembrane BMP regulator 1,False,CRIM1
ENSG00000150961,SEC24D,"SEC24 homolog D, COPII component",False,SEC24D
ENSG00000150967,ABCB9,ATP binding cassette subfamily B member 9,False,ABCB9
ENSG00000150977,RILPL2,Rab interacting lysosomal protein like 2,False,RILPL2
ENSG00000150990,DHX37,DEAH-box helicase 37,False,DHX37
ENSG00000150991,UBC,ubiquitin C,False,UBC
ENSG00000150995,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",False,ITPR1
ENSG00000151012,SLC7A11,solute carrier family 7 member 11,False,SLC7A11
ENSG00000151014,NOCT,nocturnin,False,NOCT
ENSG00000151065,DCP1B,decapping mRNA 1B,False,DCP1B
ENSG00000151090,THRB,thyroid hormone receptor beta,False,THRB
ENSG00000151092,NGLY1,N-glycanase 1,False,NGLY1
ENSG00000151093,OXSM,"3-oxoacyl-ACP synthase, mitochondrial",False,OXSM
ENSG00000151116,UEVLD,UEV and lactate/malate dehyrogenase domains,False,UEVLD
ENSG00000151117,TMEM86A,transmembrane protein 86A,False,TMEM86A
ENSG00000151131,NOPCHAP1,NOP protein chaperone 1,False,NOPCHAP1
ENSG00000151135,TMEM263,transmembrane protein 263,False,TMEM263
ENSG00000151136,ABTB3,ankyrin repeat and BTB domain containing 3,False,ABTB3
ENSG00000151148,UBE3B,ubiquitin protein ligase E3B,False,UBE3B
ENSG00000151150,ANK3,ankyrin 3,False,ANK3
ENSG00000151151,IPMK,inositol polyphosphate multikinase,False,IPMK
ENSG00000151164,RAD9B,RAD9 checkpoint clamp component B,False,RAD9B
ENSG00000151176,PLBD2,phospholipase B domain containing 2,False,PLBD2
ENSG00000151208,DLG5,discs large MAGUK scaffold protein 5,False,DLG5
ENSG00000151229,SLC2A13,solute carrier family 2 member 13,False,SLC2A13
ENSG00000151233,GXYLT1,glucoside xylosyltransferase 1,False,GXYLT1
ENSG00000151239,TWF1,twinfilin actin binding protein 1,False,TWF1
ENSG00000151240,DIP2C,DIP2 acetate--CoA ligase C (putative),False,DIP2C
ENSG00000151247,EIF4E,eukaryotic translation initiation factor 4E,False,EIF4E
ENSG00000151276,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",False,MAGI1
ENSG00000151287,TEX30,testis expressed 30,False,TEX30
ENSG00000151292,CSNK1G3,casein kinase 1 gamma 3,False,CSNK1G3
ENSG00000151304,SRFBP1,serum response factor binding protein 1,False,SRFBP1
ENSG00000151327,FAM177A1,family with sequence similarity 177 member A1,False,FAM177A1
ENSG00000151332,MBIP,MAP3K12 binding inhibitory protein 1,False,MBIP
ENSG00000151338,MIPOL1,mirror-image polydactyly 1,False,MIPOL1
ENSG00000151348,EXT2,exostosin glycosyltransferase 2,False,EXT2
ENSG00000151353,TMEM18,transmembrane protein 18,False,TMEM18
ENSG00000151366,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,False,NDUFC2
ENSG00000151376,ME3,malic enzyme 3,False,ME3
ENSG00000151388,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12,False,ADAMTS12
ENSG00000151413,NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial",False,NUBPL
ENSG00000151414,NEK7,NIMA related kinase 7,False,NEK7
ENSG00000151422,FER,FER tyrosine kinase,False,FER
ENSG00000151445,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",False,VIPAS39
ENSG00000151458,ANKRD50,ankyrin repeat domain 50,False,ANKRD50
ENSG00000151461,UPF2,UPF2 regulator of nonsense mediated mRNA decay,False,UPF2
ENSG00000151465,CDC123,cell division cycle 123,False,CDC123
ENSG00000151466,SCLT1,sodium channel and clathrin linker 1,False,SCLT1
ENSG00000151470,C4orf33,chromosome 4 open reading frame 33,False,C4orf33
ENSG00000151474,FRMD4A,FERM domain containing 4A,False,FRMD4A
ENSG00000151491,EPS8,"EGFR pathway substrate 8, signaling adaptor",False,EPS8
ENSG00000151498,ACAD8,acyl-CoA dehydrogenase family member 8,False,ACAD8
ENSG00000151500,THYN1,thymocyte nuclear protein 1,False,THYN1
ENSG00000151502,VPS26B,VPS26 retromer complex component B,False,VPS26B
ENSG00000151503,NCAPD3,non-SMC condensin II complex subunit D3,False,NCAPD3
ENSG00000151532,VTI1A,vesicle transport through interaction with t-SNAREs 1A,False,VTI1A
ENSG00000151552,QDPR,quinoid dihydropteridine reductase,False,QDPR
ENSG00000151553,FHIP2A,FHF complex subunit HOOK interacting protein 2A,False,FHIP2A
ENSG00000151572,ANO4,anoctamin 4,False,ANO4
ENSG00000151575,TEX9,testis expressed 9,False,TEX9
ENSG00000151576,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2,False,QTRT2
ENSG00000151611,MMAA,metabolism of cobalamin associated A,False,MMAA
ENSG00000151612,ZNF827,zinc finger protein 827,False,ZNF827
ENSG00000151617,EDNRA,endothelin receptor type A,False,EDNRA
ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,False,NR3C2
ENSG00000151632,AKR1C2,aldo-keto reductase family 1 member C2,False,AKR1C2
ENSG00000151640,DPYSL4,dihydropyrimidinase like 4,False,DPYSL4
ENSG00000151651,ADAM8,ADAM metallopeptidase domain 8,False,ADAM8
ENSG00000151657,KIN,Kin17 DNA and RNA binding protein,False,KIN
ENSG00000151665,PIGF,phosphatidylinositol glycan anchor biosynthesis class F,False,PIGF
ENSG00000151687,ANKAR,ankyrin and armadillo repeat containing,False,ANKAR
ENSG00000151689,INPP1,inositol polyphosphate-1-phosphatase,False,INPP1
ENSG00000151690,MFSD6,major facilitator superfamily domain containing 6,False,MFSD6
ENSG00000151692,RNF144A,ring finger protein 144A,False,RNF144A
ENSG00000151693,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",False,ASAP2
ENSG00000151694,ADAM17,ADAM metallopeptidase domain 17,False,ADAM17
ENSG00000151702,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",False,FLI1
ENSG00000151718,WWC2,WW and C2 domain containing 2,False,WWC2
ENSG00000151725,CENPU,centromere protein U,False,CENPU
ENSG00000151726,ACSL1,acyl-CoA synthetase long chain family member 1,False,ACSL1
ENSG00000151729,SLC25A4,solute carrier family 25 member 4,False,SLC25A4
ENSG00000151743,AMN1,antagonist of mitotic exit network 1 homolog,False,AMN1
ENSG00000151746,BICD1,BICD cargo adaptor 1,False,BICD1
ENSG00000151748,SAV1,salvador family WW domain containing protein 1,False,SAV1
ENSG00000151773,CCDC122,coiled-coil domain containing 122,False,CCDC122
ENSG00000151778,SERP2,stress associated endoplasmic reticulum protein family member 2,False,SERP2
ENSG00000151779,NBAS,NBAS subunit of NRZ tethering complex,False,NBAS
ENSG00000151789,ZNF385D,zinc finger protein 385D,False,ZNF385D
ENSG00000151806,GUF1,GTP binding elongation factor GUF1,False,GUF1
ENSG00000151835,SACS,sacsin molecular chaperone,False,SACS
ENSG00000151849,CPAP,centrosome assembly and centriole elongation protein,False,CPAP
ENSG00000151876,FBXO4,F-box protein 4,False,FBXO4
ENSG00000151881,TMEM267,transmembrane protein 267,False,TMEM267
ENSG00000151883,PARP8,poly(ADP-ribose) polymerase family member 8,False,PARP8
ENSG00000151892,GFRA1,GDNF family receptor alpha 1,False,GFRA1
ENSG00000151893,CACUL1,CDK2 associated cullin domain 1,False,CACUL1
ENSG00000151914,DST,dystonin,False,DST
ENSG00000151917,BEND6,BEN domain containing 6,False,BEND6
ENSG00000151923,TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1,False,TIAL1
ENSG00000151929,BAG3,BAG cochaperone 3,False,BAG3
ENSG00000151967,SCHIP1,schwannomin interacting protein 1,False,SCHIP1
ENSG00000152049,KCNE4,potassium voltage-gated channel subfamily E regulatory subunit 4,False,KCNE4
ENSG00000152056,AP1S3,adaptor related protein complex 1 subunit sigma 3,False,AP1S3
ENSG00000152061,RABGAP1L,RAB GTPase activating protein 1 like,False,RABGAP1L
ENSG00000152078,TLCD4,TLC domain containing 4,False,TLCD4
ENSG00000152082,MZT2B,mitotic spindle organizing protein 2B,False,MZT2B
ENSG00000152102,FAM168B,family with sequence similarity 168 member B,False,FAM168B
ENSG00000152104,PTPN14,protein tyrosine phosphatase non-receptor type 14,False,PTPN14
ENSG00000152127,MGAT5,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",False,MGAT5
ENSG00000152133,GPATCH11,G-patch domain containing 11,False,GPATCH11
ENSG00000152137,HSPB8,heat shock protein family B (small) member 8,False,HSPB8
ENSG00000152147,GEMIN6,gem nuclear organelle associated protein 6,False,GEMIN6
ENSG00000152154,TMEM178A,transmembrane protein 178A,False,TMEM178A
ENSG00000152193,OBI1,ORC ubiquitin ligase 1,False,OBI1
ENSG00000152217,SETBP1,SET binding protein 1,False,SETBP1
ENSG00000152219,ARL14EP,ARF like GTPase 14 effector protein,False,ARL14EP
ENSG00000152223,EPG5,ectopic P-granules 5 autophagy tethering factor,False,EPG5
ENSG00000152229,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2,False,PSTPIP2
ENSG00000152234,ATP5F1A,ATP synthase F1 subunit alpha,False,ATP5F1A
ENSG00000152240,HAUS1,HAUS augmin like complex subunit 1,False,HAUS1
ENSG00000152242,ARK2N,arkadia (RNF111) N-terminal like PKA signaling regulator 2N,False,ARK2N
ENSG00000152253,SPC25,SPC25 component of NDC80 kinetochore complex,False,SPC25
ENSG00000152256,PDK1,pyruvate dehydrogenase kinase 1,False,PDK1
ENSG00000152270,PDE3B,phosphodiesterase 3B,False,PDE3B
ENSG00000152284,TCF7L1,transcription factor 7 like 1,False,TCF7L1
ENSG00000152291,TGOLN2,trans-golgi network protein 2,False,TGOLN2
ENSG00000152332,UHMK1,U2AF homology motif kinase 1,False,UHMK1
ENSG00000152348,ATG10,autophagy related 10,False,ATG10
ENSG00000152359,POC5,POC5 centriolar protein,False,POC5
ENSG00000152377,SPOCK1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",False,SPOCK1
ENSG00000152380,FAM151B,family with sequence similarity 151 member B,False,FAM151B
ENSG00000152382,TADA1,transcriptional adaptor 1,False,TADA1
ENSG00000152404,CWF19L2,CWF19 like cell cycle control factor 2,False,CWF19L2
ENSG00000152409,JMY,"junction mediating and regulatory protein, p53 cofactor",False,JMY
ENSG00000152413,HOMER1,homer scaffold protein 1,False,HOMER1
ENSG00000152422,XRCC4,X-ray repair cross complementing 4,False,XRCC4
ENSG00000152433,ZNF547,zinc finger protein 547,False,ZNF547
ENSG00000152439,ZNF773,zinc finger protein 773,False,ZNF773
ENSG00000152443,ZNF776,zinc finger protein 776,False,ZNF776
ENSG00000152454,ZNF256,zinc finger protein 256,False,ZNF256
ENSG00000152455,SUV39H2,SUV39H2 histone lysine methyltransferase,False,SUV39H2
ENSG00000152457,DCLRE1C,DNA cross-link repair 1C,False,DCLRE1C
ENSG00000152464,RPP38,ribonuclease P/MRP subunit p38,False,RPP38
ENSG00000152465,NMT2,N-myristoyltransferase 2,False,NMT2
ENSG00000152467,ZSCAN1,zinc finger and SCAN domain containing 1,False,ZSCAN1
ENSG00000152475,ZNF837,zinc finger protein 837,False,ZNF837
ENSG00000152484,USP12,ubiquitin specific peptidase 12,False,USP12
ENSG00000152492,CCDC50,coiled-coil domain containing 50,False,CCDC50
ENSG00000152495,CAMK4,calcium/calmodulin dependent protein kinase IV,False,CAMK4
ENSG00000152503,TRIM36,tripartite motif containing 36,False,TRIM36
ENSG00000152518,ZFP36L2,ZFP36 like 2 zinc finger CCCH-type,False,ZFP36L2
ENSG00000152520,PAN3,poly(A) specific ribonuclease subunit PAN3,False,PAN3
ENSG00000152527,PLEKHH2,"pleckstrin homology, MyTH4 and FERM domain containing H2",False,PLEKHH2
ENSG00000152556,PFKM,"phosphofructokinase, muscle",False,PFKM
ENSG00000152558,TMEM123,transmembrane protein 123,False,TMEM123
ENSG00000152582,SPEF2,sperm flagellar and cilia associated 2,False,SPEF2
ENSG00000152601,MBNL1,muscleblind like splicing regulator 1,False,MBNL1
ENSG00000152620,NADK2,"NAD kinase 2, mitochondrial",False,NADK2
ENSG00000152642,GPD1L,glycerol-3-phosphate dehydrogenase 1 like,False,GPD1L
ENSG00000152661,GJA1,gap junction protein alpha 1,False,GJA1
ENSG00000152683,SLC30A6,solute carrier family 30 member 6,False,SLC30A6
ENSG00000152684,PELO,pelota mRNA surveillance and ribosome rescue factor,False,PELO
ENSG00000152689,RASGRP3,RAS guanyl releasing protein 3,False,RASGRP3
ENSG00000152700,SAR1B,secretion associated Ras related GTPase 1B,False,SAR1B
ENSG00000152749,GPR180,G protein-coupled receptor 180,False,GPR180
ENSG00000152760,DYNLT5,dynein light chain Tctex-type family member 5,False,DYNLT5
ENSG00000152763,DNAI4,dynein axonemal intermediate chain 4,False,DNAI4
ENSG00000152767,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",False,FARP1
ENSG00000152778,IFIT5,interferon induced protein with tetratricopeptide repeats 5,False,IFIT5
ENSG00000152779,SLC16A12,solute carrier family 16 member 12,False,SLC16A12
ENSG00000152782,PANK1,pantothenate kinase 1,False,PANK1
ENSG00000152784,PRDM8,PR/SET domain 8,False,PRDM8
ENSG00000152785,BMP3,bone morphogenetic protein 3,False,BMP3
ENSG00000152795,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like,False,HNRNPDL
ENSG00000152804,HHEX,hematopoietically expressed homeobox,False,HHEX
ENSG00000152818,UTRN,utrophin,False,UTRN
ENSG00000152894,PTPRK,protein tyrosine phosphatase receptor type K,False,PTPRK
ENSG00000152904,GGPS1,geranylgeranyl diphosphate synthase 1,False,GGPS1
ENSG00000152926,ZNF117,zinc finger protein 117,False,ZNF117
ENSG00000152939,MARVELD2,MARVEL domain containing 2,False,MARVELD2
ENSG00000152942,RAD17,RAD17 checkpoint clamp loader component,False,RAD17
ENSG00000152944,MED21,mediator complex subunit 21,False,MED21
ENSG00000152952,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",False,PLOD2
ENSG00000152953,STK32B,serine/threonine kinase 32B,False,STK32B
ENSG00000152977,ZIC1,Zic family zinc finger 1,False,ZIC1
ENSG00000152990,ADGRA3,adhesion G protein-coupled receptor A3,False,ADGRA3
ENSG00000153006,SREK1IP1,SREK1 interacting protein 1,False,SREK1IP1
ENSG00000153015,CWC27,CWC27 spliceosome associated cyclophilin,False,CWC27
ENSG00000153029,MR1,"major histocompatibility complex, class I-related",False,MR1
ENSG00000153037,SRP19,signal recognition particle 19,False,SRP19
ENSG00000153044,CENPH,centromere protein H,False,CENPH
ENSG00000153046,CDYL,chromodomain Y like,False,CDYL
ENSG00000153048,CARHSP1,calcium regulated heat stable protein 1,False,CARHSP1
ENSG00000153064,BANK1,B cell scaffold protein with ankyrin repeats 1,False,BANK1
ENSG00000153066,TXNDC11,thioredoxin domain containing 11,False,TXNDC11
ENSG00000153071,DAB2,DAB adaptor protein 2,False,DAB2
ENSG00000153094,BCL2L11,BCL2 like 11,False,BCL2L11
ENSG00000153107,ANAPC1,anaphase promoting complex subunit 1,False,ANAPC1
ENSG00000153130,SCOC,short coiled-coil protein,False,SCOC
ENSG00000153132,CLGN,calmegin,False,CLGN
ENSG00000153140,CETN3,centrin 3,False,CETN3
ENSG00000153147,SMARCA5,SNF2 related chromatin remodeling ATPase 5,False,SMARCA5
ENSG00000153179,RASSF3,Ras association domain family member 3,False,RASSF3
ENSG00000153187,HNRNPU,heterogeneous nuclear ribonucleoprotein U,False,HNRNPU
ENSG00000153201,RANBP2,RAN binding protein 2,False,RANBP2
ENSG00000153207,AHCTF1,AT-hook containing transcription factor 1,False,AHCTF1
ENSG00000153214,TMEM87B,transmembrane protein 87B,False,TMEM87B
ENSG00000153233,PTPRR,protein tyrosine phosphatase receptor type R,False,PTPRR
ENSG00000153234,NR4A2,nuclear receptor subfamily 4 group A member 2,False,NR4A2
ENSG00000153237,CCDC148,coiled-coil domain containing 148,False,CCDC148
ENSG00000153246,PLA2R1,phospholipase A2 receptor 1,False,PLA2R1
ENSG00000153250,RBMS1,RNA binding motif single stranded interacting protein 1,False,RBMS1
ENSG00000153253,SCN3A,sodium voltage-gated channel alpha subunit 3,False,SCN3A
ENSG00000153291,SLC25A27,solute carrier family 25 member 27,False,SLC25A27
ENSG00000153310,CYRIB,CYFIP related Rac1 interactor B,False,CYRIB
ENSG00000153317,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",False,ASAP1
ENSG00000153339,TRAPPC8,trafficking protein particle complex subunit 8,False,TRAPPC8
ENSG00000153347,FAM81B,family with sequence similarity 81 member B,False,FAM81B
ENSG00000153391,INO80C,INO80 complex subunit C,False,INO80C
ENSG00000153395,LPCAT1,lysophosphatidylcholine acyltransferase 1,False,LPCAT1
ENSG00000153404,PLEKHG4B,pleckstrin homology and RhoGEF domain containing G4B,False,PLEKHG4B
ENSG00000153406,NMRAL1,NmrA like redox sensor 1,False,NMRAL1
ENSG00000153443,UBALD1,UBA like domain containing 1,False,UBALD1
ENSG00000153487,ING1,inhibitor of growth family member 1,False,ING1
ENSG00000153495,TEX29,testis expressed 29,False,TEX29
ENSG00000153531,ADPRHL1,ADP-ribosylhydrolase like 1,False,ADPRHL1
ENSG00000153551,CMTM7,CKLF like MARVEL transmembrane domain containing 7,False,CMTM7
ENSG00000153558,FBXL2,F-box and leucine rich repeat protein 2,False,FBXL2
ENSG00000153560,UBP1,upstream binding protein 1,False,UBP1
ENSG00000153561,RMND5A,required for meiotic nuclear division 5 homolog A,False,RMND5A
