gene_id,gene_symbol,gene_label,gene_name,dynamic_module,module,module_label
ENSG00000169570,DTWD2,DTWD2,DTW motif tRNA-uridine aminocarboxypropyltransferase 2,maroon,maroon,9
ENSG00000169583,CLIC3,CLIC3,CLIC family member 3,dimgrey,dimgrey,4
ENSG00000169592,INO80E,INO80E,INO80 complex subunit E,darkgrey,darkgrey,1
ENSG00000169594,BNC1,BNC1,basonuclin zinc finger protein 1,dimgrey,dimgrey,4
ENSG00000169598,DFFB,DFFB,DNA fragmentation factor subunit beta,darkgrey,darkgrey,1
ENSG00000169599,NFU1,NFU1,NFU1 iron-sulfur cluster scaffold,whitesmoke,whitesmoke,13
ENSG00000169604,ANTXR1,ANTXR1,ANTXR cell adhesion molecule 1,darkgrey,darkgrey,1
ENSG00000169607,CKAP2L,CKAP2L,cytoskeleton associated protein 2 like,dimgrey,dimgrey,4
ENSG00000169609,C15orf40,C15orf40,chromosome 15 open reading frame 40,indianred,indianred,6
ENSG00000169612,RAMAC,RAMAC,RNA guanine-7 methyltransferase activating subunit,dimgrey,dimgrey,4
ENSG00000169621,APLF,APLF,aprataxin and PNKP like factor,dimgrey,dimgrey,4
ENSG00000169629,RGPD8,RGPD8,RANBP2 like and GRIP domain containing 8,dimgrey,dimgrey,4
ENSG00000169635,HIC2,HIC2,HIC ZBTB transcriptional repressor 2,darkgrey,darkgrey,1
ENSG00000169641,LUZP1,LUZP1,leucine zipper protein 1,snow,snow,12
ENSG00000169660,HEXD,HEXD,hexosaminidase D,dimgrey,dimgrey,4
ENSG00000169679,BUB1,BUB1,BUB1 mitotic checkpoint serine/threonine kinase,dimgrey,dimgrey,4
ENSG00000169682,SPNS1,SPNS1,"SPNS lysolipid transporter 1, lysophospholipid",darkgrey,darkgrey,1
ENSG00000169683,LRRC45,LRRC45,leucine rich repeat containing 45,dimgrey,dimgrey,4
ENSG00000169684,CHRNA5,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,darkgrey,darkgrey,1
ENSG00000169689,CENPX,CENPX,centromere protein X,darkgrey,darkgrey,1
ENSG00000169692,AGPAT2,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,darkgrey,darkgrey,1
ENSG00000169696,ASPSCR1,ASPSCR1,"ASPSCR1 tether for SLC2A4, UBX domain containing",darkgrey,darkgrey,1
ENSG00000169710,FASN,FASN,fatty acid synthase,darkgrey,darkgrey,1
ENSG00000169714,CNBP,CNBP,CCHC-type zinc finger nucleic acid binding protein,dimgrey,dimgrey,4
ENSG00000169715,MT1E,MT1E,metallothionein 1E,red,red,11
ENSG00000169718,DUS1L,DUS1L,dihydrouridine synthase 1 like,dimgrey,dimgrey,4
ENSG00000169727,GPS1,GPS1,G protein pathway suppressor 1,dimgrey,dimgrey,4
ENSG00000169733,RFNG,RFNG,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,darkgrey,darkgrey,1
ENSG00000169738,DCXR,DCXR,dicarbonyl and L-xylulose reductase,dimgrey,dimgrey,4
ENSG00000169740,ZNF32,ZNF32,zinc finger protein 32,whitesmoke,whitesmoke,13
ENSG00000169744,LDB2,LDB2,LIM domain binding 2,dimgrey,dimgrey,4
ENSG00000169750,RAC3,RAC3,Rac family small GTPase 3,dimgrey,dimgrey,4
ENSG00000169752,NRG4,NRG4,neuregulin 4,dimgrey,dimgrey,4
ENSG00000169756,LIMS1,LIMS1,LIM zinc finger domain containing 1,snow,snow,12
ENSG00000169758,TMEM266,TMEM266,transmembrane protein 266,darkgrey,darkgrey,1
ENSG00000169760,NLGN1,NLGN1,neuroligin 1,indianred,indianred,6
ENSG00000169762,TAPT1,TAPT1,transmembrane anterior posterior transformation 1,darkgrey,darkgrey,1
ENSG00000169764,UGP2,UGP2,UDP-glucose pyrophosphorylase 2,dimgrey,dimgrey,4
ENSG00000169813,HNRNPF,HNRNPF,heterogeneous nuclear ribonucleoprotein F,darkgrey,darkgrey,1
ENSG00000169814,BTD,BTD,biotinidase,darkgrey,darkgrey,1
ENSG00000169826,CSGALNACT2,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,red,red,11
ENSG00000169851,PCDH7,PCDH7,protocadherin 7,dimgrey,dimgrey,4
ENSG00000169855,ROBO1,ROBO1,roundabout guidance receptor 1,indianred,indianred,6
ENSG00000169857,AVEN,AVEN,apoptosis and caspase activation inhibitor,dimgrey,dimgrey,4
ENSG00000169860,P2RY1,P2RY1,purinergic receptor P2Y1,dimgrey,dimgrey,4
ENSG00000169871,TRIM56,TRIM56,tripartite motif containing 56,darkgrey,darkgrey,1
ENSG00000169884,WNT10B,WNT10B,Wnt family member 10B,indianred,indianred,6
ENSG00000169895,SYAP1,SYAP1,synapse associated protein 1,darkgrey,darkgrey,1
ENSG00000169902,TPST1,TPST1,tyrosylprotein sulfotransferase 1,darkgrey,darkgrey,1
ENSG00000169903,TM4SF4,TM4SF4,transmembrane 4 L six family member 4,maroon,maroon,9
ENSG00000169905,TOR1AIP2,TOR1AIP2,torsin 1A interacting protein 2,dimgrey,dimgrey,4
ENSG00000169908,TM4SF1,TM4SF1,transmembrane 4 L six family member 1,dimgrey,dimgrey,4
ENSG00000169914,OTUD3,OTUD3,OTU deubiquitinase 3,darkgrey,darkgrey,1
ENSG00000169919,GUSB,GUSB,glucuronidase beta,lightgrey,lightgrey,8
ENSG00000169925,BRD3,BRD3,bromodomain containing 3,darkgrey,darkgrey,1
ENSG00000169933,FRMPD4,FRMPD4,FERM and PDZ domain containing 4,firebrick,firebrick,5
ENSG00000169946,ZFPM2,ZFPM2,"zinc finger protein, FOG family member 2",dimgrey,dimgrey,4
ENSG00000169951,ZNF764,ZNF764,zinc finger protein 764,darkgrey,darkgrey,1
ENSG00000169955,ZNF747,ZNF747,zinc finger protein 747,brown,brown,0
ENSG00000169957,ZNF768,ZNF768,zinc finger protein 768,dimgrey,dimgrey,4
ENSG00000169967,MAP3K2,MAP3K2,mitogen-activated protein kinase kinase kinase 2,darkgrey,darkgrey,1
ENSG00000169972,PUSL1,PUSL1,pseudouridine synthase like 1,dimgrey,dimgrey,4
ENSG00000169976,SF3B5,SF3B5,splicing factor 3b subunit 5,darkgrey,darkgrey,1
ENSG00000169991,IFFO2,IFFO2,intermediate filament family orphan 2,darkgrey,darkgrey,1
ENSG00000170004,CHD3,CHD3,chromodomain helicase DNA binding protein 3,darkgrey,darkgrey,1
ENSG00000170006,TMEM154,TMEM154,transmembrane protein 154,dimgrey,dimgrey,4
ENSG00000170017,ALCAM,ALCAM,activated leukocyte cell adhesion molecule,dimgrey,dimgrey,4
ENSG00000170027,YWHAG,YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,dimgrey,dimgrey,4
ENSG00000170035,UBE2E3,UBE2E3,ubiquitin conjugating enzyme E2 E3,dimgrey,dimgrey,4
ENSG00000170037,CNTROB,CNTROB,"centrobin, centriole duplication and spindle assembly protein",darkgrey,darkgrey,1
ENSG00000170043,TRAPPC1,TRAPPC1,trafficking protein particle complex subunit 1,dimgrey,dimgrey,4
ENSG00000170049,KCNAB3,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3,darkgrey,darkgrey,1
ENSG00000170085,SIMC1,SIMC1,SUMO interacting motifs containing 1,indianred,indianred,6
ENSG00000170088,TMEM192,TMEM192,transmembrane protein 192,darkgrey,darkgrey,1
ENSG00000170092,SPDYE5,SPDYE5,speedy/RINGO cell cycle regulator family member E5,dimgrey,dimgrey,4
ENSG00000170100,ZNF778,ZNF778,zinc finger protein 778,lightgrey,lightgrey,8
ENSG00000170113,NIPA1,NIPA1,NIPA magnesium transporter 1,dimgrey,dimgrey,4
ENSG00000170142,UBE2E1,UBE2E1,ubiquitin conjugating enzyme E2 E1,darkgrey,darkgrey,1
ENSG00000170144,HNRNPA3,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3,darkgrey,darkgrey,1
ENSG00000170145,SIK2,SIK2,salt inducible kinase 2,darkgrey,darkgrey,1
ENSG00000170153,RNF150,RNF150,ring finger protein 150,whitesmoke,whitesmoke,13
ENSG00000170160,CCDC144A,CCDC144A,coiled-coil domain containing 144A,dimgrey,dimgrey,4
ENSG00000170185,USP38,USP38,ubiquitin specific peptidase 38,darkgrey,darkgrey,1
ENSG00000170190,SLC16A5,SLC16A5,solute carrier family 16 member 5,dimgrey,dimgrey,4
ENSG00000170191,NANP,NANP,N-acetylneuraminic acid phosphatase,dimgrey,dimgrey,4
ENSG00000170214,ADRA1B,ADRA1B,adrenoceptor alpha 1B,indianred,indianred,6
ENSG00000170222,ADPRM,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",dimgrey,dimgrey,4
ENSG00000170234,PWWP2A,PWWP2A,PWWP domain containing 2A,dimgrey,dimgrey,4
ENSG00000170236,USP50,USP50,ubiquitin specific peptidase 50,indianred,indianred,6
ENSG00000170242,USP47,USP47,ubiquitin specific peptidase 47,darkgrey,darkgrey,1
ENSG00000170248,PDCD6IP,PDCD6IP,programmed cell death 6 interacting protein,dimgrey,dimgrey,4
ENSG00000170260,ZNF212,ZNF212,zinc finger protein 212,darkgrey,darkgrey,1
ENSG00000170264,FAM161A,FAM161A,FAM161 centrosomal protein A,darkgrey,darkgrey,1
ENSG00000170265,ZNF282,ZNF282,zinc finger protein 282,dimgrey,dimgrey,4
ENSG00000170266,GLB1,GLB1,galactosidase beta 1,darkgrey,darkgrey,1
ENSG00000170271,FAXDC2,FAXDC2,fatty acid hydroxylase domain containing 2,brown,brown,0
ENSG00000170275,CRTAP,CRTAP,cartilage associated protein,dimgrey,dimgrey,4
ENSG00000170276,HSPB2,HSPB2,heat shock protein family B (small) member 2,dimgrey,dimgrey,4
ENSG00000170291,ELP5,ELP5,elongator acetyltransferase complex subunit 5,dimgrey,dimgrey,4
ENSG00000170296,GABARAP,GABARAP,GABA type A receptor-associated protein,dimgrey,dimgrey,4
ENSG00000170310,STX8,STX8,syntaxin 8,dimgrey,dimgrey,4
ENSG00000170312,CDK1,CDK1,cyclin dependent kinase 1,dimgrey,dimgrey,4
ENSG00000170315,UBB,UBB,ubiquitin B,dimgrey,dimgrey,4
ENSG00000170322,NFRKB,NFRKB,nuclear factor related to kappaB binding protein,darkgrey,darkgrey,1
ENSG00000170323,FABP4,FABP4,fatty acid binding protein 4,lightgrey,lightgrey,8
ENSG00000170325,PRDM10,PRDM10,PR/SET domain 10,dimgrey,dimgrey,4
ENSG00000170340,B3GNT2,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",darkgrey,darkgrey,1
ENSG00000170345,FOS,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",lightgrey,lightgrey,8
ENSG00000170348,TMED10,TMED10,transmembrane p24 trafficking protein 10,dimgrey,dimgrey,4
ENSG00000170364,SETMAR,SETMAR,SET and mariner transposase domain methyltransferase,dimgrey,dimgrey,4
ENSG00000170365,SMAD1,SMAD1,SMAD family member 1,dimgrey,dimgrey,4
ENSG00000170381,SEMA3E,SEMA3E,semaphorin 3E,dimgrey,dimgrey,4
ENSG00000170385,SLC30A1,SLC30A1,solute carrier family 30 member 1,indianred,indianred,6
ENSG00000170390,DCLK2,DCLK2,doublecortin like kinase 2,dimgrey,dimgrey,4
ENSG00000170396,ZNF804A,ZNF804A,zinc finger protein 804A,dimgrey,dimgrey,4
ENSG00000170417,TMEM182,TMEM182,transmembrane protein 182,firebrick,firebrick,5
ENSG00000170421,KRT8,KRT8,keratin 8,dimgrey,dimgrey,4
ENSG00000170425,ADORA2B,ADORA2B,adenosine A2b receptor,indianred,indianred,6
ENSG00000170430,MGMT,MGMT,O-6-methylguanine-DNA methyltransferase,darkgrey,darkgrey,1
ENSG00000170439,TMT1B,TMT1B,thiol methyltransferase 1B,dimgrey,dimgrey,4
ENSG00000170445,HARS1,HARS1,histidyl-tRNA synthetase 1,dimgrey,dimgrey,4
ENSG00000170448,NFXL1,NFXL1,"nuclear transcription factor, X-box binding like 1",darkgrey,darkgrey,1
ENSG00000170456,DENND5B,DENND5B,DENN domain containing 5B,darkgrey,darkgrey,1
ENSG00000170458,CD14,CD14,CD14 molecule,dimgrey,dimgrey,4
ENSG00000170464,DNAJC18,DNAJC18,DnaJ heat shock protein family (Hsp40) member C18,brown,brown,0
ENSG00000170468,RIOX1,RIOX1,ribosomal oxygenase 1,darkgrey,darkgrey,1
ENSG00000170469,SPATA24,SPATA24,spermatogenesis associated 24,mistyrose,mistyrose,10
ENSG00000170471,RALGAPB,RALGAPB,Ral GTPase activating protein non-catalytic subunit beta,whitesmoke,whitesmoke,13
ENSG00000170473,PYM1,PYM1,PYM1 exon junction complex associated factor,darkgrey,darkgrey,1
ENSG00000170477,KRT4,KRT4,keratin 4,lightgrey,lightgrey,8
ENSG00000170485,NPAS2,NPAS2,neuronal PAS domain protein 2,dimgrey,dimgrey,4
ENSG00000170498,KISS1,KISS1,KiSS-1 metastasis suppressor,darkgrey,darkgrey,1
ENSG00000170502,NUDT9,NUDT9,nudix hydrolase 9,dimgrey,dimgrey,4
ENSG00000170515,PA2G4,PA2G4,proliferation-associated 2G4,darkgrey,darkgrey,1
ENSG00000170522,ELOVL6,ELOVL6,ELOVL fatty acid elongase 6,darkgrey,darkgrey,1
ENSG00000170525,PFKFB3,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",darkgrey,darkgrey,1
ENSG00000170540,ARL6IP1,ARL6IP1,ARL6 interacting reticulophagy regulator 1,dimgrey,dimgrey,4
ENSG00000170542,SERPINB9,SERPINB9,serpin family B member 9,dimgrey,dimgrey,4
ENSG00000170545,SMAGP,SMAGP,small cell adhesion glycoprotein,darkgrey,darkgrey,1
ENSG00000170558,CDH2,CDH2,cadherin 2,lightgrey,lightgrey,8
ENSG00000170561,IRX2,IRX2,iroquois homeobox 2,darkgrey,darkgrey,1
ENSG00000170571,EMB,EMB,embigin,dimgrey,dimgrey,4
ENSG00000170581,STAT2,STAT2,signal transducer and activator of transcription 2,darkgrey,darkgrey,1
ENSG00000170584,NUDCD2,NUDCD2,NudC domain containing 2,dimgrey,dimgrey,4
ENSG00000170604,IRF2BP1,IRF2BP1,interferon regulatory factor 2 binding protein 1,whitesmoke,whitesmoke,13
ENSG00000170606,HSPA4,HSPA4,heat shock protein family A (Hsp70) member 4,dimgrey,dimgrey,4
ENSG00000170619,COMMD5,COMMD5,COMM domain containing 5,darkgrey,darkgrey,1
ENSG00000170624,SGCD,SGCD,sarcoglycan delta,darkgrey,darkgrey,1
ENSG00000170631,ZNF16,ZNF16,zinc finger protein 16,darkgrey,darkgrey,1
ENSG00000170632,ARMC10,ARMC10,armadillo repeat containing 10,dimgrey,dimgrey,4
ENSG00000170633,RNF34,RNF34,ring finger protein 34,darkgrey,darkgrey,1
ENSG00000170634,ACYP2,ACYP2,acylphosphatase 2,indianred,indianred,6
ENSG00000170638,TRABD,TRABD,TraB domain containing,darkgrey,darkgrey,1
ENSG00000170653,ATF7,ATF7,activating transcription factor 7,dimgrey,dimgrey,4
ENSG00000170667,RASA4B,RASA4B,RAS p21 protein activator 4B,darkgrey,darkgrey,1
ENSG00000170677,SOCS6,SOCS6,suppressor of cytokine signaling 6,dimgrey,dimgrey,4
ENSG00000170681,CAVIN4,CAVIN4,caveolae associated protein 4,dimgrey,dimgrey,4
ENSG00000170684,ZNF296,ZNF296,zinc finger protein 296,lightgrey,lightgrey,8
ENSG00000170734,POLH,POLH,DNA polymerase eta,darkgrey,darkgrey,1
ENSG00000170745,KCNS3,KCNS3,potassium voltage-gated channel modifier subfamily S member 3,dimgrey,dimgrey,4
ENSG00000170759,KIF5B,KIF5B,kinesin family member 5B,dimgrey,dimgrey,4
ENSG00000170775,GPR37,GPR37,G protein-coupled receptor 37,dimgrey,dimgrey,4
ENSG00000170776,AKAP13,AKAP13,A-kinase anchoring protein 13,darkgrey,darkgrey,1
ENSG00000170779,CDCA4,CDCA4,cell division cycle associated 4,darkgrey,darkgrey,1
ENSG00000170790,OR10A2,OR10A2,olfactory receptor family 10 subfamily A member 2,lightgrey,lightgrey,8
ENSG00000170791,CHCHD7,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,dimgrey,dimgrey,4
ENSG00000170801,HTRA3,HTRA3,HtrA serine peptidase 3,darkgrey,darkgrey,1
ENSG00000170802,FOXN2,FOXN2,forkhead box N2,dimgrey,dimgrey,4
ENSG00000170832,USP32,USP32,ubiquitin specific peptidase 32,dimgrey,dimgrey,4
ENSG00000170836,PPM1D,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",darkgrey,darkgrey,1
ENSG00000170846,MRFAP1L2,MRFAP1L2,Morf4 family associated protein 1 like 2,dimgrey,dimgrey,4
ENSG00000170848,PSG6,PSG6,pregnancy specific beta-1-glycoprotein 6,brown,brown,0
ENSG00000170852,KBTBD2,KBTBD2,kelch repeat and BTB domain containing 2,darkgrey,darkgrey,1
ENSG00000170854,RIOX2,RIOX2,ribosomal oxygenase 2,indianred,indianred,6
ENSG00000170855,TRIAP1,TRIAP1,TP53 regulated inhibitor of apoptosis 1,darkgrey,darkgrey,1
ENSG00000170860,LSM3,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",dimgrey,dimgrey,4
ENSG00000170871,KIAA0232,KIAA0232,KIAA0232,dimgrey,dimgrey,4
ENSG00000170873,MTSS1,MTSS1,MTSS I-BAR domain containing 1,indianred,indianred,6
ENSG00000170876,TMEM43,TMEM43,transmembrane protein 43,indianred,indianred,6
ENSG00000170889,RPS9,RPS9,ribosomal protein S9,dimgrey,dimgrey,4
ENSG00000170892,TSEN34,TSEN34,tRNA splicing endonuclease subunit 34,dimgrey,dimgrey,4
ENSG00000170899,GSTA4,GSTA4,glutathione S-transferase alpha 4,dimgrey,dimgrey,4
ENSG00000170903,MSANTD4,MSANTD4,Myb/SANT DNA binding domain containing 4 with coiled-coils,darkgrey,darkgrey,1
ENSG00000170906,NDUFA3,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,dimgrey,dimgrey,4
ENSG00000170915,PAQR8,PAQR8,progestin and adipoQ receptor family member 8,dimgrey,dimgrey,4
ENSG00000170917,NUDT6,NUDT6,nudix hydrolase 6,dimgrey,dimgrey,4
ENSG00000170921,TANC2,TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",darkgrey,darkgrey,1
ENSG00000170946,DNAJC24,DNAJC24,DnaJ heat shock protein family (Hsp40) member C24,lightgrey,lightgrey,8
ENSG00000170949,ZNF160,ZNF160,zinc finger protein 160,darkgrey,darkgrey,1
ENSG00000170954,ZNF415,ZNF415,zinc finger protein 415,lightgrey,lightgrey,8
ENSG00000170955,CAVIN3,CAVIN3,caveolae associated protein 3,darkgrey,darkgrey,1
ENSG00000170961,HAS2,HAS2,hyaluronan synthase 2,lightcoral,lightcoral,7
ENSG00000170989,S1PR1,S1PR1,sphingosine-1-phosphate receptor 1,dimgrey,dimgrey,4
ENSG00000171016,PYGO1,PYGO1,pygopus family PHD finger 1,darkgrey,darkgrey,1
ENSG00000171033,PKIA,PKIA,cAMP-dependent protein kinase inhibitor alpha,lightcoral,lightcoral,7
ENSG00000171055,FEZ2,FEZ2,fasciculation and elongation protein zeta 2,dimgrey,dimgrey,4
ENSG00000171067,C11orf24,C11orf24,chromosome 11 open reading frame 24,dimgrey,dimgrey,4
ENSG00000171097,KYAT1,KYAT1,kynurenine aminotransferase 1,darkgrey,darkgrey,1
ENSG00000171100,MTM1,MTM1,myotubularin 1,dimgrey,dimgrey,4
ENSG00000171103,TRMT61B,TRMT61B,tRNA methyltransferase 61B,lightcoral,lightcoral,7
ENSG00000171105,INSR,INSR,insulin receptor,darksalmon,darksalmon,3
ENSG00000171109,MFN1,MFN1,mitofusin 1,darkgrey,darkgrey,1
ENSG00000171121,KCNMB3,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3,brown,brown,0
ENSG00000171130,ATP6V0E2,ATP6V0E2,ATPase H+ transporting V0 subunit e2,darkgrey,darkgrey,1
ENSG00000171132,PRKCE,PRKCE,protein kinase C epsilon,dimgrey,dimgrey,4
ENSG00000171135,JAGN1,JAGN1,jagunal vesicle mediated transporter 1,darkgrey,darkgrey,1
ENSG00000171148,TADA3,TADA3,transcriptional adaptor 3,dimgrey,dimgrey,4
ENSG00000171150,SOCS5,SOCS5,suppressor of cytokine signaling 5,dimgrey,dimgrey,4
ENSG00000171155,C1GALT1C1,C1GALT1C1,C1GALT1 specific chaperone 1,dimgrey,dimgrey,4
ENSG00000171159,BBLN,BBLN,bublin coiled coil protein,darkgrey,darkgrey,1
ENSG00000171160,MORN4,MORN4,MORN repeat containing 4,darkgrey,darkgrey,1
ENSG00000171161,ZNF672,ZNF672,zinc finger protein 672,brown,brown,0
ENSG00000171163,ZNF692,ZNF692,zinc finger protein 692,dimgrey,dimgrey,4
ENSG00000171169,NAIF1,NAIF1,nuclear apoptosis inducing factor 1,darkgrey,darkgrey,1
ENSG00000171174,RBKS,RBKS,ribokinase,indianred,indianred,6
ENSG00000171189,GRIK1,GRIK1,glutamate ionotropic receptor kainate type subunit 1,darkgrey,darkgrey,1
ENSG00000171202,TMEM126A,TMEM126A,transmembrane protein 126A,dimgrey,dimgrey,4
ENSG00000171204,TMEM126B,TMEM126B,transmembrane protein 126B,dimgrey,dimgrey,4
ENSG00000171206,TRIM8,TRIM8,tripartite motif containing 8,dimgrey,dimgrey,4
ENSG00000171208,NETO2,NETO2,neuropilin and tolloid like 2,dimgrey,dimgrey,4
ENSG00000171222,SCAND1,SCAND1,SCAN domain containing 1,dimgrey,dimgrey,4
ENSG00000171223,JUNB,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit",darkgrey,darkgrey,1
ENSG00000171224,FAM241B,FAM241B,family with sequence similarity 241 member B,dimgrey,dimgrey,4
ENSG00000171227,TMEM37,TMEM37,transmembrane protein 37,darkgrey,darkgrey,1
ENSG00000171241,SHCBP1,SHCBP1,SHC binding and spindle associated 1,darkgrey,darkgrey,1
ENSG00000171246,NPTX1,NPTX1,neuronal pentraxin 1,dimgrey,dimgrey,4
ENSG00000171262,FAM98B,FAM98B,family with sequence similarity 98 member B,dimgrey,dimgrey,4
ENSG00000171291,ZNF439,ZNF439,zinc finger protein 439,lightcoral,lightcoral,7
ENSG00000171295,ZNF440,ZNF440,zinc finger protein 440,darkgrey,darkgrey,1
ENSG00000171302,CANT1,CANT1,calcium activated nucleotidase 1,darkgrey,darkgrey,1
ENSG00000171307,ZDHHC16,ZDHHC16,zDHHC palmitoyltransferase 16,dimgrey,dimgrey,4
ENSG00000171310,CHST11,CHST11,carbohydrate sulfotransferase 11,darkgrey,darkgrey,1
ENSG00000171311,EXOSC1,EXOSC1,exosome component 1,dimgrey,dimgrey,4
ENSG00000171314,PGAM1,PGAM1,phosphoglycerate mutase 1,dimgrey,dimgrey,4
ENSG00000171316,CHD7,CHD7,chromodomain helicase DNA binding protein 7,dimgrey,dimgrey,4
ENSG00000171320,ESCO2,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,darkgrey,darkgrey,1
ENSG00000171345,KRT19,KRT19,keratin 19,darkgrey,darkgrey,1
ENSG00000171346,KRT15,KRT15,keratin 15,firebrick,firebrick,5
ENSG00000171357,LURAP1,LURAP1,leucine rich adaptor protein 1,dimgrey,dimgrey,4
ENSG00000171365,CLCN5,CLCN5,Cl-/H+ antiporter 5,darkgrey,darkgrey,1
ENSG00000171385,KCND3,KCND3,potassium voltage-gated channel subfamily D member 3,darkgrey,darkgrey,1
ENSG00000171388,APLN,APLN,apelin,darkgrey,darkgrey,1
ENSG00000171408,PDE7B,PDE7B,phosphodiesterase 7B,darkgrey,darkgrey,1
ENSG00000171421,MRPL36,MRPL36,mitochondrial ribosomal protein L36,dimgrey,dimgrey,4
ENSG00000171425,ZNF581,ZNF581,zinc finger protein 581,darkgrey,darkgrey,1
ENSG00000171428,NAT1,NAT1,N-acetyltransferase 1,darkgrey,darkgrey,1
ENSG00000171443,ZNF524,ZNF524,zinc finger protein 524,darkgrey,darkgrey,1
ENSG00000171444,MCC,MCC,MCC regulator of Wnt signaling pathway,darkgrey,darkgrey,1
ENSG00000171448,ZBTB26,ZBTB26,zinc finger and BTB domain containing 26,dimgrey,dimgrey,4
ENSG00000171450,CDK5R2,CDK5R2,cyclin dependent kinase 5 regulatory subunit 2,darkgrey,darkgrey,1
ENSG00000171451,DSEL,DSEL,dermatan sulfate epimerase like,dimgrey,dimgrey,4
ENSG00000171453,POLR1C,POLR1C,RNA polymerase I and III subunit C,dimgrey,dimgrey,4
ENSG00000171456,ASXL1,ASXL1,ASXL transcriptional regulator 1,darkgrey,darkgrey,1
ENSG00000171466,ZNF562,ZNF562,zinc finger protein 562,darkgrey,darkgrey,1
ENSG00000171467,ZNF318,ZNF318,zinc finger protein 318,darkgrey,darkgrey,1
ENSG00000171469,ZNF561,ZNF561,zinc finger protein 561,darkgrey,darkgrey,1
ENSG00000171475,WIPF2,WIPF2,WAS/WASL interacting protein family member 2,darkgrey,darkgrey,1
ENSG00000171476,HOPX,HOPX,HOP homeobox,dimgrey,dimgrey,4
ENSG00000171488,LRRC8C,LRRC8C,leucine rich repeat containing 8 VRAC subunit C,dimgrey,dimgrey,4
ENSG00000171490,RSL1D1,RSL1D1,ribosomal L1 domain containing 1,brown,brown,0
ENSG00000171492,LRRC8D,LRRC8D,leucine rich repeat containing 8 VRAC subunit D,dimgrey,dimgrey,4
ENSG00000171497,PPID,PPID,peptidylprolyl isomerase D,darkgrey,darkgrey,1
ENSG00000171502,COL24A1,COL24A1,collagen type XXIV alpha 1 chain,maroon,maroon,9
ENSG00000171503,ETFDH,ETFDH,electron transfer flavoprotein dehydrogenase,whitesmoke,whitesmoke,13
ENSG00000171517,LPAR3,LPAR3,lysophosphatidic acid receptor 3,darkgrey,darkgrey,1
ENSG00000171522,PTGER4,PTGER4,prostaglandin E receptor 4,whitesmoke,whitesmoke,13
ENSG00000171530,TBCA,TBCA,tubulin folding cofactor A,dimgrey,dimgrey,4
ENSG00000171533,MAP6,MAP6,microtubule associated protein 6,darkgrey,darkgrey,1
ENSG00000171552,BCL2L1,BCL2L1,BCL2 like 1,darkgrey,darkgrey,1
ENSG00000171566,PLRG1,PLRG1,pleiotropic regulator 1,darkgrey,darkgrey,1
ENSG00000171574,ZNF584,ZNF584,zinc finger protein 584,brown,brown,0
ENSG00000171603,CLSTN1,CLSTN1,calsyntenin 1,whitesmoke,whitesmoke,13
ENSG00000171604,CXXC5,CXXC5,CXXC finger protein 5,whitesmoke,whitesmoke,13
ENSG00000171606,ZNF274,ZNF274,zinc finger protein 274,dimgrey,dimgrey,4
ENSG00000171608,PIK3CD,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",darkgrey,darkgrey,1
ENSG00000171612,SLC25A33,SLC25A33,solute carrier family 25 member 33,dimgrey,dimgrey,4
ENSG00000171617,ENC1,ENC1,ectodermal-neural cortex 1,lightcoral,lightcoral,7
ENSG00000171621,SPSB1,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1,darkgrey,darkgrey,1
ENSG00000171631,P2RY6,P2RY6,pyrimidinergic receptor P2Y6,darkgrey,darkgrey,1
ENSG00000171634,BPTF,BPTF,bromodomain PHD finger transcription factor,whitesmoke,whitesmoke,13
ENSG00000171649,ZIK1,ZIK1,zinc finger protein interacting with K protein 1,indianred,indianred,6
ENSG00000171680,PLEKHG5,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,darkgrey,darkgrey,1
ENSG00000171681,ATF7IP,ATF7IP,activating transcription factor 7 interacting protein,darksalmon,darksalmon,3
