gene_id,gene_symbol,gene_label,gene_name,dynamic_module,module,module_label
ENSG00000020922,MRE11,MRE11,MRE11 double strand break repair nuclease,whitesmoke,whitesmoke,13
ENSG00000021355,SERPINB1,SERPINB1,serpin family B member 1,dimgrey,dimgrey,4
ENSG00000021574,SPAST,SPAST,spastin,darkgrey,darkgrey,1
ENSG00000021645,NRXN3,NRXN3,neurexin 3,dimgrey,dimgrey,4
ENSG00000021762,OSBPL5,OSBPL5,oxysterol binding protein like 5,darkgrey,darkgrey,1
ENSG00000021776,AQR,AQR,aquarius intron-binding spliceosomal factor,darkgrey,darkgrey,1
ENSG00000021826,CPS1,CPS1,carbamoyl-phosphate synthase 1,dimgrey,dimgrey,4
ENSG00000022267,FHL1,FHL1,four and a half LIM domains 1,dimgrey,dimgrey,4
ENSG00000022277,RTF2,RTF2,replication termination factor 2,darkgrey,darkgrey,1
ENSG00000022567,SLC45A4,SLC45A4,solute carrier family 45 member 4,dimgrey,dimgrey,4
ENSG00000022840,RNF10,RNF10,ring finger protein 10,mistyrose,mistyrose,10
ENSG00000022976,ZNF839,ZNF839,zinc finger protein 839,whitesmoke,whitesmoke,13
ENSG00000023041,ZDHHC6,ZDHHC6,zDHHC palmitoyltransferase 6,dimgrey,dimgrey,4
ENSG00000023171,GRAMD1B,GRAMD1B,GRAM domain containing 1B,dimgrey,dimgrey,4
ENSG00000023191,RNH1,RNH1,ribonuclease/angiogenin inhibitor 1,dimgrey,dimgrey,4
ENSG00000023228,NDUFS1,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,brown,brown,0
ENSG00000023287,RB1CC1,RB1CC1,RB1 inducible coiled-coil 1,lightcoral,lightcoral,7
ENSG00000023318,ERP44,ERP44,endoplasmic reticulum protein 44,darkgrey,darkgrey,1
ENSG00000023330,ALAS1,ALAS1,5'-aminolevulinate synthase 1,dimgrey,dimgrey,4
ENSG00000023445,BIRC3,BIRC3,baculoviral IAP repeat containing 3,dimgrey,dimgrey,4
ENSG00000023516,AKAP11,AKAP11,A-kinase anchoring protein 11,indianred,indianred,6
ENSG00000023572,GLRX2,GLRX2,glutaredoxin 2,dimgrey,dimgrey,4
ENSG00000023608,SNAPC1,SNAPC1,small nuclear RNA activating complex polypeptide 1,darkgrey,darkgrey,1
ENSG00000023697,DERA,DERA,deoxyribose-phosphate aldolase,whitesmoke,whitesmoke,13
ENSG00000023734,STRAP,STRAP,serine/threonine kinase receptor associated protein,dimgrey,dimgrey,4
ENSG00000023839,ABCC2,ABCC2,ATP binding cassette subfamily C member 2,lightgrey,lightgrey,8
ENSG00000023892,DEF6,DEF6,DEF6 guanine nucleotide exchange factor,dimgrey,dimgrey,4
ENSG00000023902,PLEKHO1,PLEKHO1,pleckstrin homology domain containing O1,darkgrey,darkgrey,1
ENSG00000023909,GCLM,GCLM,glutamate-cysteine ligase modifier subunit,brown,brown,0
ENSG00000024048,UBR2,UBR2,ubiquitin protein ligase E3 component n-recognin 2,darkgrey,darkgrey,1
ENSG00000024422,EHD2,EHD2,EH domain containing 2,darkgrey,darkgrey,1
ENSG00000024526,DEPDC1,DEPDC1,DEP domain containing 1,dimgrey,dimgrey,4
ENSG00000024862,CCDC28A,CCDC28A,coiled-coil domain containing 28A,darkgrey,darkgrey,1
ENSG00000025156,HSF2,HSF2,heat shock transcription factor 2,darkgrey,darkgrey,1
ENSG00000025293,PHF20,PHF20,PHD finger protein 20,brown,brown,0
ENSG00000025423,HSD17B6,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,snow,snow,12
ENSG00000025434,NR1H3,NR1H3,nuclear receptor subfamily 1 group H member 3,dimgrey,dimgrey,4
ENSG00000025708,TYMP,TYMP,thymidine phosphorylase,dimgrey,dimgrey,4
ENSG00000025770,NCAPH2,NCAPH2,non-SMC condensin II complex subunit H2,darkgrey,darkgrey,1
ENSG00000025772,TOMM34,TOMM34,translocase of outer mitochondrial membrane 34,darkgrey,darkgrey,1
ENSG00000025796,SEC63,SEC63,SEC63 protein translocation regulator,dimgrey,dimgrey,4
ENSG00000025800,KPNA6,KPNA6,karyopherin subunit alpha 6,whitesmoke,whitesmoke,13
ENSG00000026025,VIM,VIM,vimentin,dimgrey,dimgrey,4
ENSG00000026103,FAS,FAS,Fas cell surface death receptor,dimgrey,dimgrey,4
ENSG00000026297,RNASET2,RNASET2,ribonuclease T2,darkgrey,darkgrey,1
ENSG00000026508,CD44,CD44,CD44 molecule (IN blood group),dimgrey,dimgrey,4
ENSG00000026559,KCNG1,KCNG1,potassium voltage-gated channel modifier subfamily G member 1,dimgrey,dimgrey,4
ENSG00000026652,AGPAT4,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,darkgrey,darkgrey,1
ENSG00000026950,BTN3A1,BTN3A1,butyrophilin subfamily 3 member A1,firebrick,firebrick,5
ENSG00000027001,MIPEP,MIPEP,mitochondrial intermediate peptidase,darkgrey,darkgrey,1
ENSG00000027075,PRKCH,PRKCH,protein kinase C eta,dimgrey,dimgrey,4
ENSG00000027697,IFNGR1,IFNGR1,interferon gamma receptor 1,dimgrey,dimgrey,4
ENSG00000027847,B4GALT7,B4GALT7,"beta-1,4-galactosyltransferase 7",darkgrey,darkgrey,1
ENSG00000027869,SH2D2A,SH2D2A,SH2 domain containing 2A,dimgrey,dimgrey,4
ENSG00000028116,VRK2,VRK2,VRK serine/threonine kinase 2,whitesmoke,whitesmoke,13
ENSG00000028137,TNFRSF1B,TNFRSF1B,TNF receptor superfamily member 1B,darkgrey,darkgrey,1
ENSG00000028203,VEZT,VEZT,"vezatin, adherens junctions transmembrane protein",whitesmoke,whitesmoke,13
ENSG00000028277,POU2F2,POU2F2,POU class 2 homeobox 2,darkgrey,darkgrey,1
ENSG00000028310,BRD9,BRD9,bromodomain containing 9,darkgrey,darkgrey,1
ENSG00000028528,SNX1,SNX1,sorting nexin 1,mistyrose,mistyrose,10
ENSG00000028839,TBPL1,TBPL1,TATA-box binding protein like 1,darkgrey,darkgrey,1
ENSG00000029153,BMAL2,BMAL2,basic helix-loop-helix ARNT like 2,dimgrey,dimgrey,4
ENSG00000029363,BCLAF1,BCLAF1,BCL2 associated transcription factor 1,darkred,darkred,2
ENSG00000029364,SLC39A9,SLC39A9,solute carrier family 39 member 9,darkgrey,darkgrey,1
ENSG00000029534,ANK1,ANK1,ankyrin 1,brown,brown,0
ENSG00000029639,TFB1M,TFB1M,"transcription factor B1, mitochondrial",lightgrey,lightgrey,8
ENSG00000029725,RABEP1,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",darkgrey,darkgrey,1
ENSG00000029993,HMGB3,HMGB3,high mobility group box 3,darkgrey,darkgrey,1
ENSG00000030066,NUP160,NUP160,nucleoporin 160,darkgrey,darkgrey,1
ENSG00000030110,BAK1,BAK1,BCL2 antagonist/killer 1,maroon,maroon,9
ENSG00000030304,MUSK,MUSK,muscle associated receptor tyrosine kinase,dimgrey,dimgrey,4
ENSG00000030419,IKZF2,IKZF2,IKAROS family zinc finger 2,snow,snow,12
ENSG00000030582,GRN,GRN,granulin precursor,darkgrey,darkgrey,1
ENSG00000031003,FAM13B,FAM13B,family with sequence similarity 13 member B,whitesmoke,whitesmoke,13
ENSG00000031081,ARHGAP31,ARHGAP31,Rho GTPase activating protein 31,darkgrey,darkgrey,1
ENSG00000031691,CENPQ,CENPQ,centromere protein Q,lightgrey,lightgrey,8
ENSG00000031698,SARS1,SARS1,seryl-tRNA synthetase 1,darkred,darkred,2
ENSG00000031823,RANBP3,RANBP3,RAN binding protein 3,darkgrey,darkgrey,1
ENSG00000032219,ARID4A,ARID4A,AT-rich interaction domain 4A,darkred,darkred,2
ENSG00000032389,EIPR1,EIPR1,EARP complex and GARP complex interacting protein 1,dimgrey,dimgrey,4
ENSG00000032444,PNPLA6,PNPLA6,"patatin like domain 6, lysophospholipase",indianred,indianred,6
ENSG00000032742,IFT88,IFT88,intraflagellar transport 88,darkgrey,darkgrey,1
ENSG00000033011,ALG1,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,dimgrey,dimgrey,4
ENSG00000033030,ZCCHC8,ZCCHC8,zinc finger CCHC-type containing 8,snow,snow,12
ENSG00000033050,ABCF2,ABCF2,ATP binding cassette subfamily F member 2,dimgrey,dimgrey,4
ENSG00000033100,CHPF2,CHPF2,chondroitin polymerizing factor 2,darkgrey,darkgrey,1
ENSG00000033122,LRRC7,LRRC7,leucine rich repeat containing 7,darkgrey,darkgrey,1
ENSG00000033170,FUT8,FUT8,fucosyltransferase 8,dimgrey,dimgrey,4
ENSG00000033178,UBA6,UBA6,ubiquitin like modifier activating enzyme 6,firebrick,firebrick,5
ENSG00000033327,GAB2,GAB2,GRB2 associated binding protein 2,darkgrey,darkgrey,1
ENSG00000033627,ATP6V0A1,ATP6V0A1,ATPase H+ transporting V0 subunit a1,darkgrey,darkgrey,1
ENSG00000033800,PIAS1,PIAS1,protein inhibitor of activated STAT 1,brown,brown,0
ENSG00000033867,SLC4A7,SLC4A7,solute carrier family 4 member 7,darkgrey,darkgrey,1
ENSG00000034152,MAP2K3,MAP2K3,mitogen-activated protein kinase kinase 3,darkgrey,darkgrey,1
ENSG00000034510,TMSB10,TMSB10,thymosin beta 10,dimgrey,dimgrey,4
ENSG00000034533,ASTE1,ASTE1,asteroid structure-specific endonuclease 1,brown,brown,0
ENSG00000034677,RNF19A,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",dimgrey,dimgrey,4
ENSG00000034693,PEX3,PEX3,peroxisomal biogenesis factor 3,firebrick,firebrick,5
ENSG00000034713,GABARAPL2,GABARAPL2,GABA type A receptor associated protein like 2,lightgrey,lightgrey,8
ENSG00000035115,SH3YL1,SH3YL1,SH3 and SYLF domain containing 1,dimgrey,dimgrey,4
ENSG00000035141,TIMCC,TIMCC,TIM double twin CX3C motif chaperone,dimgrey,dimgrey,4
ENSG00000035403,VCL,VCL,vinculin,dimgrey,dimgrey,4
ENSG00000035499,DEPDC1B,DEPDC1B,DEP domain containing 1B,darkgrey,darkgrey,1
ENSG00000035664,DAPK2,DAPK2,death associated protein kinase 2,brown,brown,0
ENSG00000035681,NSMAF,NSMAF,neutral sphingomyelinase activation associated factor,darkgrey,darkgrey,1
ENSG00000035687,ADSS2,ADSS2,adenylosuccinate synthase 2,dimgrey,dimgrey,4
ENSG00000035862,TIMP2,TIMP2,TIMP metallopeptidase inhibitor 2,whitesmoke,whitesmoke,13
ENSG00000035928,RFC1,RFC1,replication factor C subunit 1,dimgrey,dimgrey,4
ENSG00000036054,TBC1D23,TBC1D23,TBC1 domain family member 23,lightcoral,lightcoral,7
ENSG00000036257,CUL3,CUL3,cullin 3,brown,brown,0
ENSG00000036530,CYP46A1,CYP46A1,cytochrome P450 family 46 subfamily A member 1,indianred,indianred,6
ENSG00000036549,ZZZ3,ZZZ3,zinc finger ZZ-type containing 3,darkgrey,darkgrey,1
ENSG00000036672,USP2,USP2,ubiquitin specific peptidase 2,dimgrey,dimgrey,4
ENSG00000037042,TUBG2,TUBG2,tubulin gamma 2,darksalmon,darksalmon,3
ENSG00000037241,RPL26L1,RPL26L1,ribosomal protein L26 like 1,dimgrey,dimgrey,4
ENSG00000037474,NSUN2,NSUN2,NOP2/Sun RNA methyltransferase 2,darkgrey,darkgrey,1
ENSG00000037749,MFAP3,MFAP3,microfibril associated protein 3,brown,brown,0
ENSG00000037757,MRI1,MRI1,methylthioribose-1-phosphate isomerase 1,dimgrey,dimgrey,4
ENSG00000037897,METTL1,METTL1,"methyltransferase 1, tRNA methylguanosine",darkgrey,darkgrey,1
ENSG00000037965,HOXC8,HOXC8,homeobox C8,dimgrey,dimgrey,4
ENSG00000038002,AGA,AGA,aspartylglucosaminidase,darkgrey,darkgrey,1
ENSG00000038210,PI4K2B,PI4K2B,phosphatidylinositol 4-kinase type 2 beta,dimgrey,dimgrey,4
ENSG00000038219,BOD1L1,BOD1L1,biorientation of chromosomes in cell division 1 like 1,brown,brown,0
ENSG00000038274,MAT2B,MAT2B,methionine adenosyltransferase 2 non-catalytic beta subunit,indianred,indianred,6
ENSG00000038382,TRIO,TRIO,trio Rho guanine nucleotide exchange factor,darkgrey,darkgrey,1
ENSG00000038427,VCAN,VCAN,versican,darkgrey,darkgrey,1
ENSG00000038532,CLEC16A,CLEC16A,C-type lectin domain containing 16A,dimgrey,dimgrey,4
ENSG00000039068,CDH1,CDH1,cadherin 1,darkgrey,darkgrey,1
ENSG00000039123,MTREX,MTREX,Mtr4 exosome RNA helicase,darkred,darkred,2
ENSG00000039139,DNAH5,DNAH5,dynein axonemal heavy chain 5,red,red,11
ENSG00000039319,ZFYVE16,ZFYVE16,zinc finger FYVE-type containing 16,darkgrey,darkgrey,1
ENSG00000039523,RIPOR1,RIPOR1,RHO family interacting cell polarization regulator 1,darkgrey,darkgrey,1
ENSG00000039560,RAI14,RAI14,retinoic acid induced 14,darkgrey,darkgrey,1
ENSG00000039650,PNKP,PNKP,polynucleotide kinase 3'-phosphatase,indianred,indianred,6
ENSG00000040199,PHLPP2,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,indianred,indianred,6
ENSG00000040275,SPDL1,SPDL1,spindle apparatus coiled-coil protein 1,dimgrey,dimgrey,4
ENSG00000040341,STAU2,STAU2,staufen double-stranded RNA binding protein 2,dimgrey,dimgrey,4
ENSG00000040487,SLC66A1,SLC66A1,solute carrier family 66 member 1,dimgrey,dimgrey,4
ENSG00000040531,CTNS,CTNS,"cystinosin, lysosomal cystine transporter",darkgrey,darkgrey,1
ENSG00000040608,RTN4R,RTN4R,reticulon 4 receptor,darkgrey,darkgrey,1
ENSG00000040633,PHF23,PHF23,PHD finger protein 23,darkgrey,darkgrey,1
ENSG00000040933,INPP4A,INPP4A,inositol polyphosphate-4-phosphatase type I A,darkgrey,darkgrey,1
ENSG00000041353,RAB27B,RAB27B,"RAB27B, member RAS oncogene family",lightgrey,lightgrey,8
ENSG00000041357,PSMA4,PSMA4,proteasome 20S subunit alpha 4,lightgrey,lightgrey,8
ENSG00000041802,LSG1,LSG1,large 60S subunit nuclear export GTPase 1,darkgrey,darkgrey,1
ENSG00000041880,PARP3,PARP3,poly(ADP-ribose) polymerase family member 3,darkgrey,darkgrey,1
ENSG00000041982,TNC,TNC,tenascin C,dimgrey,dimgrey,4
ENSG00000041988,THAP3,THAP3,THAP domain containing 3,darkgrey,darkgrey,1
ENSG00000042062,RIPOR3,RIPOR3,RIPOR family member 3,dimgrey,dimgrey,4
ENSG00000042088,TDP1,TDP1,tyrosyl-DNA phosphodiesterase 1,dimgrey,dimgrey,4
ENSG00000042286,AIFM2,AIFM2,"AIF family member 2, ferroptosis suppressor",brown,brown,0
ENSG00000042317,SPATA7,SPATA7,spermatogenesis associated 7,dimgrey,dimgrey,4
ENSG00000042429,MED17,MED17,mediator complex subunit 17,darkgrey,darkgrey,1
ENSG00000042445,RETSAT,RETSAT,retinol saturase,whitesmoke,whitesmoke,13
ENSG00000042493,CAPG,CAPG,"capping actin protein, gelsolin like",darkgrey,darkgrey,1
ENSG00000042753,AP2S1,AP2S1,adaptor related protein complex 2 subunit sigma 1,dimgrey,dimgrey,4
ENSG00000042832,TG,TG,thyroglobulin,dimgrey,dimgrey,4
ENSG00000043093,DCUN1D1,DCUN1D1,defective in cullin neddylation 1 domain containing 1,dimgrey,dimgrey,4
ENSG00000043143,JADE2,JADE2,jade family PHD finger 2,darkgrey,darkgrey,1
ENSG00000043514,TRIT1,TRIT1,tRNA isopentenyltransferase 1,dimgrey,dimgrey,4
ENSG00000044090,CUL7,CUL7,cullin 7,darkgrey,darkgrey,1
ENSG00000044115,CTNNA1,CTNNA1,catenin alpha 1,dimgrey,dimgrey,4
ENSG00000044446,PHKA2,PHKA2,phosphorylase kinase regulatory subunit alpha 2,firebrick,firebrick,5
ENSG00000044459,CNTLN,CNTLN,centlein,snow,snow,12
ENSG00000044574,HSPA5,HSPA5,heat shock protein family A (Hsp70) member 5,darkgrey,darkgrey,1
ENSG00000046647,GEMIN8,GEMIN8,gem nuclear organelle associated protein 8,darkgrey,darkgrey,1
ENSG00000046651,OFD1,OFD1,OFD1 centriole and centriolar satellite protein,lightgrey,lightgrey,8
ENSG00000046653,GPM6B,GPM6B,glycoprotein M6B,brown,brown,0
ENSG00000046774,MAGEC2,MAGEC2,MAGE family member C2,dimgrey,dimgrey,4
ENSG00000047056,WDR37,WDR37,WD repeat domain 37,dimgrey,dimgrey,4
ENSG00000047188,YTHDC2,YTHDC2,YTH N6-methyladenosine RNA binding protein C2,dimgrey,dimgrey,4
ENSG00000047230,CTPS2,CTPS2,CTP synthase 2,lightgrey,lightgrey,8
ENSG00000047249,ATP6V1H,ATP6V1H,ATPase H+ transporting V1 subunit H,dimgrey,dimgrey,4
ENSG00000047315,POLR2B,POLR2B,RNA polymerase II subunit B,dimgrey,dimgrey,4
ENSG00000047346,ATOSA,ATOSA,atos homolog A,dimgrey,dimgrey,4
ENSG00000047365,ARAP2,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",dimgrey,dimgrey,4
ENSG00000047410,TPR,TPR,"translocated promoter region, nuclear basket protein",darkgrey,darkgrey,1
ENSG00000047578,KATNIP,KATNIP,katanin interacting protein,darkgrey,darkgrey,1
ENSG00000047579,DTNBP1,DTNBP1,dystrobrevin binding protein 1,mistyrose,mistyrose,10
ENSG00000047621,FERRY3,FERRY3,FERRY endosomal RAB5 effector complex subunit 3,darkred,darkred,2
ENSG00000047634,SCML1,SCML1,Scm polycomb group protein like 1,firebrick,firebrick,5
ENSG00000047644,WWC3,WWC3,WWC family member 3,brown,brown,0
ENSG00000047648,ARHGAP6,ARHGAP6,Rho GTPase activating protein 6,snow,snow,12
ENSG00000047849,MAP4,MAP4,microtubule associated protein 4,darkgrey,darkgrey,1
ENSG00000047932,GOPC,GOPC,golgi associated PDZ and coiled-coil motif containing,dimgrey,dimgrey,4
ENSG00000048028,USP28,USP28,ubiquitin specific peptidase 28,lightgrey,lightgrey,8
ENSG00000048052,HDAC9,HDAC9,histone deacetylase 9,darkgrey,darkgrey,1
ENSG00000048140,TSPAN17,TSPAN17,tetraspanin 17,darkgrey,darkgrey,1
ENSG00000048162,NOP16,NOP16,NOP16 nucleolar protein,darkgrey,darkgrey,1
ENSG00000048342,CC2D2A,CC2D2A,coiled-coil and C2 domain containing 2A,dimgrey,dimgrey,4
ENSG00000048392,RRM2B,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,darkgrey,darkgrey,1
ENSG00000048405,ZNF800,ZNF800,zinc finger protein 800,dimgrey,dimgrey,4
ENSG00000048471,SNX29,SNX29,sorting nexin 29,darkgrey,darkgrey,1
ENSG00000048540,LMO3,LMO3,LIM domain only 3,red,red,11
ENSG00000048544,MRPS10,MRPS10,mitochondrial ribosomal protein S10,dimgrey,dimgrey,4
ENSG00000048649,RSF1,RSF1,remodeling and spacing factor 1,snow,snow,12
ENSG00000048707,VPS13D,VPS13D,vacuolar protein sorting 13 homolog D,darkgrey,darkgrey,1
ENSG00000048740,CELF2,CELF2,CUGBP Elav-like family member 2,darkgrey,darkgrey,1
ENSG00000048828,FAM120A,FAM120A,family with sequence similarity 120 member A,whitesmoke,whitesmoke,13
ENSG00000048991,R3HDM1,R3HDM1,R3H domain containing 1,lightgrey,lightgrey,8
ENSG00000049089,COL9A2,COL9A2,collagen type IX alpha 2 chain,indianred,indianred,6
ENSG00000049130,KITLG,KITLG,KIT ligand,dimgrey,dimgrey,4
ENSG00000049167,ERCC8,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",darkgrey,darkgrey,1
ENSG00000049192,ADAMTS6,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,dimgrey,dimgrey,4
ENSG00000049239,H6PD,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,darkgrey,darkgrey,1
ENSG00000049245,VAMP3,VAMP3,vesicle associated membrane protein 3,dimgrey,dimgrey,4
ENSG00000049246,PER3,PER3,period circadian regulator 3,dimgrey,dimgrey,4
ENSG00000049323,LTBP1,LTBP1,latent transforming growth factor beta binding protein 1,darkgrey,darkgrey,1
ENSG00000049449,RCN1,RCN1,reticulocalbin 1,dimgrey,dimgrey,4
ENSG00000049540,ELN,ELN,elastin,darkgrey,darkgrey,1
ENSG00000049541,RFC2,RFC2,replication factor C subunit 2,lightgrey,lightgrey,8
ENSG00000049618,ARID1B,ARID1B,AT-rich interaction domain 1B,dimgrey,dimgrey,4
ENSG00000049656,CLPTM1L,CLPTM1L,CLPTM1 like,darkgrey,darkgrey,1
ENSG00000049759,NEDD4L,NEDD4L,NEDD4 like E3 ubiquitin protein ligase,darkgrey,darkgrey,1
ENSG00000049769,PPP1R3F,PPP1R3F,protein phosphatase 1 regulatory subunit 3F,brown,brown,0
ENSG00000049860,HEXB,HEXB,hexosaminidase subunit beta,dimgrey,dimgrey,4
ENSG00000049883,PTCD2,PTCD2,pentatricopeptide repeat domain 2,darkgrey,darkgrey,1
ENSG00000050130,JKAMP,JKAMP,JNK1/MAPK8 associated membrane protein,dimgrey,dimgrey,4
ENSG00000050165,DKK3,DKK3,dickkopf Wnt signaling pathway inhibitor 3,dimgrey,dimgrey,4
ENSG00000050327,ARHGEF5,ARHGEF5,Rho guanine nucleotide exchange factor 5,maroon,maroon,9
ENSG00000050344,NFE2L3,NFE2L3,NFE2 like bZIP transcription factor 3,dimgrey,dimgrey,4
ENSG00000050393,MCUR1,MCUR1,mitochondrial calcium uniporter regulator 1,dimgrey,dimgrey,4
ENSG00000050405,LIMA1,LIMA1,LIM domain and actin binding 1,whitesmoke,whitesmoke,13
ENSG00000050426,LETMD1,LETMD1,LETM1 domain containing 1,dimgrey,dimgrey,4
ENSG00000050438,SLC4A8,SLC4A8,solute carrier family 4 member 8,darkgrey,darkgrey,1
ENSG00000050555,LAMC3,LAMC3,laminin subunit gamma 3,dimgrey,dimgrey,4
ENSG00000050628,PTGER3,PTGER3,prostaglandin E receptor 3,lightcoral,lightcoral,7
ENSG00000050730,TNIP3,TNIP3,TNFAIP3 interacting protein 3,dimgrey,dimgrey,4
ENSG00000050748,MAPK9,MAPK9,mitogen-activated protein kinase 9,whitesmoke,whitesmoke,13
ENSG00000050820,BCAR1,BCAR1,"BCAR1 scaffold protein, Cas family member",darkgrey,darkgrey,1
ENSG00000051009,FHIP1B,FHIP1B,FHF complex subunit HOOK interacting protein 1B,dimgrey,dimgrey,4
ENSG00000051108,HERPUD1,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1,dimgrey,dimgrey,4
ENSG00000051128,HOMER3,HOMER3,homer scaffold protein 3,dimgrey,dimgrey,4
ENSG00000051180,RAD51,RAD51,RAD51 recombinase,dimgrey,dimgrey,4
ENSG00000051341,POLQ,POLQ,DNA polymerase theta,darkgrey,darkgrey,1
ENSG00000051382,PIK3CB,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",dimgrey,dimgrey,4
ENSG00000051523,CYBA,CYBA,cytochrome b-245 alpha chain,firebrick,firebrick,5
ENSG00000051596,THOC3,THOC3,THO complex subunit 3,darkgrey,darkgrey,1
ENSG00000051620,HEBP2,HEBP2,heme binding protein 2,dimgrey,dimgrey,4
ENSG00000051825,MPHOSPH9,MPHOSPH9,M-phase phosphoprotein 9,darkgrey,darkgrey,1
ENSG00000052126,PLEKHA5,PLEKHA5,pleckstrin homology domain containing A5,darkgrey,darkgrey,1
ENSG00000052723,SIKE1,SIKE1,suppressor of IKBKE 1,dimgrey,dimgrey,4
ENSG00000052749,RRP12,RRP12,ribosomal RNA processing 12 homolog,dimgrey,dimgrey,4
ENSG00000052795,FNIP2,FNIP2,folliculin interacting protein 2,darkgrey,darkgrey,1
ENSG00000052802,MSMO1,MSMO1,methylsterol monooxygenase 1,darkgrey,darkgrey,1
ENSG00000052841,TTC17,TTC17,tetratricopeptide repeat domain 17,whitesmoke,whitesmoke,13
ENSG00000053108,FSTL4,FSTL4,follistatin like 4,darkgrey,darkgrey,1
ENSG00000053254,FOXN3,FOXN3,forkhead box N3,dimgrey,dimgrey,4
ENSG00000053371,AKR7A2,AKR7A2,aldo-keto reductase family 7 member A2,dimgrey,dimgrey,4
ENSG00000053372,MRTO4,MRTO4,"MRT4 homolog, ribosome maturation factor",dimgrey,dimgrey,4
ENSG00000053438,NNAT,NNAT,neuronatin,whitesmoke,whitesmoke,13
ENSG00000053501,USE1,USE1,unconventional SNARE in the ER 1,dimgrey,dimgrey,4
ENSG00000053747,LAMA3,LAMA3,laminin subunit alpha 3,dimgrey,dimgrey,4
ENSG00000053770,AP5M1,AP5M1,adaptor related protein complex 5 subunit mu 1,dimgrey,dimgrey,4
ENSG00000053900,ANAPC4,ANAPC4,anaphase promoting complex subunit 4,whitesmoke,whitesmoke,13
ENSG00000054116,TRAPPC3,TRAPPC3,trafficking protein particle complex subunit 3,darkgrey,darkgrey,1
ENSG00000054118,THRAP3,THRAP3,thyroid hormone receptor associated protein 3,lightgrey,lightgrey,8
ENSG00000054148,PHPT1,PHPT1,phosphohistidine phosphatase 1,dimgrey,dimgrey,4
ENSG00000054267,ARID4B,ARID4B,AT-rich interaction domain 4B,snow,snow,12
ENSG00000054282,SDCCAG8,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8,lightgrey,lightgrey,8
ENSG00000054356,PTPRN,PTPRN,protein tyrosine phosphatase receptor type N,darkgrey,darkgrey,1
ENSG00000054523,KIF1B,KIF1B,kinesin family member 1B,darkgrey,darkgrey,1
ENSG00000054598,FOXC1,FOXC1,forkhead box C1,whitesmoke,whitesmoke,13
ENSG00000054611,TBC1D22A,TBC1D22A,TBC1 domain family member 22A,darkgrey,darkgrey,1
ENSG00000054654,SYNE2,SYNE2,spectrin repeat containing nuclear envelope protein 2,darkgrey,darkgrey,1
ENSG00000054793,ATP9A,ATP9A,ATPase phospholipid transporting 9A,dimgrey,dimgrey,4
ENSG00000054938,CHRDL2,CHRDL2,chordin like 2,darkgrey,darkgrey,1
ENSG00000054965,FAM168A,FAM168A,family with sequence similarity 168 member A,dimgrey,dimgrey,4
ENSG00000054967,RELT,RELT,RELT TNF receptor,darkgrey,darkgrey,1
ENSG00000054983,GALC,GALC,galactosylceramidase,darkgrey,darkgrey,1
ENSG00000055044,NOP58,NOP58,NOP58 ribonucleoprotein,lightgrey,lightgrey,8
