node_name,gene_id,gene_symbol,string_gene_label,gene_name,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR
TIGD6,ENSG00000164296,TIGD6,TIGD6,tigger transposable element derived 6,dimgrey,MA100_vs_CTR,1,1,0.022796806168734,1.0464648355620143,1.0464648355620143,MA100_vs_CTR,-1.0464648355620143,0.022796806168734,up_in_reference,0,1,-1.0464648355620143,,,,,0.022796806168734,,,,,up_in_reference,,,,
SPATA2,ENSG00000158480,SPATA2,SPATA2,spermatogenesis associated 2,darkgrey,MA100_vs_CTR,1,1,0.0231210672344291,1.0937344668626554,1.0937344668626554,MA100_vs_CTR,1.0937344668626554,0.0231210672344291,up_in_tested,1,0,1.0937344668626554,,,,,0.0231210672344291,,,,,up_in_tested,,,,
RUSC2,ENSG00000198853,RUSC2,RUSC2,RUN and SH3 domain containing 2,dimgrey,MC100_vs_MC1,1,1,0.0235186843128393,1.4952556887418758,1.4952556887418758,MC100_vs_MC1,1.4952556887418758,0.0235186843128393,up_in_tested,1,0,,,1.4952556887418758,,,,,0.0235186843128393,,,,,up_in_tested,,
LEPR,ENSG00000116678,LEPR,LEPR,leptin receptor,darkgrey,MA100_vs_CTR,1,1,0.0235891081261914,1.1744155447732445,1.1744155447732445,MA100_vs_CTR,1.1744155447732445,0.0235891081261914,up_in_tested,1,0,1.1744155447732445,,,,,0.0235891081261914,,,,,up_in_tested,,,,
WFS1,ENSG00000109501,WFS1,WFS1,wolframin ER transmembrane glycoprotein,darkgrey,MC1_vs_CTR,1,1,0.0238864354144839,1.0040631817976768,1.0040631817976768,MC1_vs_CTR,1.0040631817976768,0.0238864354144839,up_in_tested,1,0,,,,1.0040631817976768,,,,,0.0238864354144839,,,,,up_in_tested,
BATF3,ENSG00000123685,BATF3,BATF3,basic leucine zipper ATF-like transcription factor 3,dimgrey,MA100_vs_CTR,1,1,0.024335248757561,1.001970465055375,1.001970465055375,MA100_vs_CTR,-1.001970465055375,0.024335248757561,up_in_reference,0,1,-1.001970465055375,,,,,0.024335248757561,,,,,up_in_reference,,,,
LRSAM1,ENSG00000148356,LRSAM1,LRSAM1,leucine rich repeat and sterile alpha motif containing 1,darkgrey,MA100_vs_CTR,1,1,0.0243966960827186,1.1422140598237598,1.1422140598237598,MA100_vs_CTR,1.1422140598237598,0.0243966960827186,up_in_tested,1,0,1.1422140598237598,,,,,0.0243966960827186,,,,,up_in_tested,,,,
RAB11FIP1,ENSG00000156675,RAB11FIP1,RAB11FIP1,RAB11 family interacting protein 1,dimgrey,MC1_vs_CTR,1,1,0.0244850389910136,1.037424667609706,1.037424667609706,MC1_vs_CTR,1.037424667609706,0.0244850389910136,up_in_tested,1,0,,,,1.037424667609706,,,,,0.0244850389910136,,,,,up_in_tested,
CNN2,ENSG00000064666,CNN2,CNN2,calponin 2,darkgrey,MA100_vs_CTR,1,1,0.0245282773546381,1.0189051420559363,1.0189051420559363,MA100_vs_CTR,1.0189051420559363,0.0245282773546381,up_in_tested,1,0,1.0189051420559363,,,,,0.0245282773546381,,,,,up_in_tested,,,,
NDRG1,ENSG00000104419,NDRG1,NDRG1,N-myc downstream regulated 1,whitesmoke,MA100_vs_CTR,1,1,0.0248891222643546,1.5261974588151628,1.5261974588151628,MA100_vs_CTR,1.5261974588151628,0.0248891222643546,up_in_tested,1,0,1.5261974588151628,,,,,0.0248891222643546,,,,,up_in_tested,,,,
VGLL4,ENSG00000144560,VGLL4,VGLL4,vestigial like family member 4,darkgrey,MC1_vs_CTR,1,1,0.0249976454873614,1.0281224770102018,1.0281224770102018,MC1_vs_CTR,1.0281224770102018,0.0249976454873614,up_in_tested,1,0,,,,1.0281224770102018,,,,,0.0249976454873614,,,,,up_in_tested,
LRRC4,ENSG00000128594,LRRC4,LRRC4,leucine rich repeat containing 4,darkgrey,MC100_vs_MC1,1,1,0.0250657722674309,1.7016043143698576,1.7016043143698576,MC100_vs_MC1,-1.7016043143698576,0.0250657722674309,up_in_reference,0,1,,,-1.7016043143698576,,,,,0.0250657722674309,,,,,up_in_reference,,
TRPT1,ENSG00000149743,TRPT1,TRPT1,tRNA phosphotransferase 1,dimgrey,MA100_vs_CTR,1,1,0.0251626228869842,1.2351144323065246,1.2351144323065246,MA100_vs_CTR,-1.2351144323065246,0.0251626228869842,up_in_reference,0,1,-1.2351144323065246,,,,,0.0251626228869842,,,,,up_in_reference,,,,
GIN1,ENSG00000145723,GIN1,GIN1,gypsy retrotransposon integrase 1,dimgrey,MA100_vs_CTR,1,1,0.0251626228869842,1.162340555212393,1.162340555212393,MA100_vs_CTR,-1.162340555212393,0.0251626228869842,up_in_reference,0,1,-1.162340555212393,,,,,0.0251626228869842,,,,,up_in_reference,,,,
FAM50B,ENSG00000145945,FAM50B,FAM50B,family with sequence similarity 50 member B,dimgrey,MA100_vs_CTR,1,1,0.0251697636396338,1.071030721855423,1.071030721855423,MA100_vs_CTR,-1.071030721855423,0.0251697636396338,up_in_reference,0,1,-1.071030721855423,,,,,0.0251697636396338,,,,,up_in_reference,,,,
ZNF524,ENSG00000171443,ZNF524,ZNF524,zinc finger protein 524,darkgrey,MC1_vs_CTR,1,1,0.025201829266727,1.127407033896077,1.127407033896077,MC1_vs_CTR,1.127407033896077,0.025201829266727,up_in_tested,1,0,,,,1.127407033896077,,,,,0.025201829266727,,,,,up_in_tested,
SEMA4F,ENSG00000135622,SEMA4F,SEMA4F,ssemaphorin 4F,dimgrey,MA100_vs_CTR,1,1,0.0255457123721418,1.1880717713135498,1.1880717713135498,MA100_vs_CTR,-1.1880717713135498,0.0255457123721418,up_in_reference,0,1,-1.1880717713135498,,,,,0.0255457123721418,,,,,up_in_reference,,,,
OPHN1,ENSG00000079482,OPHN1,OPHN1,oligophrenin 1,dimgrey,MC100_vs_MC1,1,1,0.0256803869864968,1.0884013011919729,1.0884013011919729,MC100_vs_MC1,1.0884013011919729,0.0256803869864968,up_in_tested,1,0,,,1.0884013011919729,,,,,0.0256803869864968,,,,,up_in_tested,,
FIBIN,ENSG00000176971,FIBIN,FIBIN,fin bud initiation factor homolog,darkgrey,MC1_vs_CTR,1,1,0.0258804101254056,1.2518758401030057,1.2518758401030057,MC1_vs_CTR,1.2518758401030057,0.0258804101254056,up_in_tested,1,0,,,,1.2518758401030057,,,,,0.0258804101254056,,,,,up_in_tested,
TEDC1,ENSG00000185347,TEDC1,TEDC1,tubulin epsilon and delta complex 1,darkgrey,MC100_vs_MC1,1,1,0.0265210304541943,1.019365213378493,1.019365213378493,MC100_vs_MC1,-1.019365213378493,0.0265210304541943,up_in_reference,0,1,,,-1.019365213378493,,,,,0.0265210304541943,,,,,up_in_reference,,
ADAMTS15,ENSG00000166106,ADAMTS15,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15,darkgrey,MD1_vs_CTR,1,1,0.0266567652495118,1.0074305052593295,1.0074305052593295,MD1_vs_CTR,1.0074305052593295,0.0266567652495118,up_in_tested,1,0,,,,,1.0074305052593295,,,,,0.0266567652495118,,,,,up_in_tested
CFAP68,ENSG00000137720,CFAP68,CFAP68,cilia and flagella associated protein 68,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0268181127882926,1.2832264541031364,1.1723085215597107,MA100_vs_CTR,-1.2832264541031364,0.0268181127882926,up_in_reference,0,2,-1.2832264541031364,,,-1.0613905890162851,,0.0268181127882926,,,0.0683505377452627,,up_in_reference,,,up_in_reference,
ARHGAP33,ENSG00000004777,ARHGAP33,ARHGAP33,Rho GTPase activating protein 33,darkgrey,MD1_vs_CTR,1,1,0.027279765442984,1.1264686881985548,1.1264686881985548,MD1_vs_CTR,1.1264686881985548,0.027279765442984,up_in_tested,1,0,,,,,1.1264686881985548,,,,,0.027279765442984,,,,,up_in_tested
EPB41L3,ENSG00000082397,EPB41L3,EPB41L3,erythrocyte membrane protein band 4.1 like 3,dimgrey,MA100_vs_CTR,1,1,0.0276373209050884,1.0260771070350885,1.0260771070350885,MA100_vs_CTR,-1.0260771070350885,0.0276373209050884,up_in_reference,0,1,-1.0260771070350885,,,,,0.0276373209050884,,,,,up_in_reference,,,,
OST4,ENSG00000228474,OST4,OST4,"oligosaccharyltransferase complex subunit 4, non-catalytic",dimgrey,MC100_vs_MC1,1,1,0.028639025416534,1.070700359923812,1.070700359923812,MC100_vs_MC1,1.070700359923812,0.028639025416534,up_in_tested,1,0,,,1.070700359923812,,,,,0.028639025416534,,,,,up_in_tested,,
MIB2,ENSG00000197530,MIB2,MIB2,MIB E3 ubiquitin protein ligase 2,darkgrey,MC100_vs_MC1,1,1,0.0293723166285408,1.1298841304906102,1.1298841304906102,MC100_vs_MC1,-1.1298841304906102,0.0293723166285408,up_in_reference,0,1,,,-1.1298841304906102,,,,,0.0293723166285408,,,,,up_in_reference,,
CACNG8,ENSG00000142408,CACNG8,CACNG8,calcium voltage-gated channel auxiliary subunit gamma 8,darkgrey,MC100_vs_MC1,1,1,0.0297737355381158,1.1138287600825278,1.1138287600825278,MC100_vs_MC1,-1.1138287600825278,0.0297737355381158,up_in_reference,0,1,,,-1.1138287600825278,,,,,0.0297737355381158,,,,,up_in_reference,,
RNF26,ENSG00000173456,RNF26,RNF26,ring finger protein 26,dimgrey,MC100_vs_MC1,1,1,0.0306843887959982,1.5120809885250883,1.5120809885250883,MC100_vs_MC1,1.5120809885250883,0.0306843887959982,up_in_tested,1,0,,,1.5120809885250883,,,,,0.0306843887959982,,,,,up_in_tested,,
TMSB15A,ENSG00000158164,TMSB15A,TMSB15A,thymosin beta 15A,dimgrey,MC100_vs_MC1,1,1,0.0310135847954985,1.0944143915926623,1.0944143915926623,MC100_vs_MC1,1.0944143915926623,0.0310135847954985,up_in_tested,1,0,,,1.0944143915926623,,,,,0.0310135847954985,,,,,up_in_tested,,
INTS8,ENSG00000164941,INTS8,INTS8,integrator complex subunit 8,dimgrey,MC100_vs_MC1,1,1,0.0313149713161814,1.428114942955553,1.428114942955553,MC100_vs_MC1,1.428114942955553,0.0313149713161814,up_in_tested,1,0,,,1.428114942955553,,,,,0.0313149713161814,,,,,up_in_tested,,
EIF4A1,ENSG00000161960,EIF4A1,EIF4A1,eukaryotic translation initiation factor 4A1,darkgrey,MA100_vs_CTR,1,1,0.0320971776410353,1.1235853108891878,1.1235853108891878,MA100_vs_CTR,1.1235853108891878,0.0320971776410353,up_in_tested,1,0,1.1235853108891878,,,,,0.0320971776410353,,,,,up_in_tested,,,,
PLEKHA6,ENSG00000143850,PLEKHA6,PLEKHA6,pleckstrin homology domain containing A6,darkgrey,MA100_vs_CTR,1,1,0.032466134146516,1.2732618654682892,1.2732618654682892,MA100_vs_CTR,1.2732618654682892,0.032466134146516,up_in_tested,1,0,1.2732618654682892,,,,,0.032466134146516,,,,,up_in_tested,,,,
RNFT1,ENSG00000189050,RNFT1,RNFT1,"ring finger protein, transmembrane 1",dimgrey,MC100_vs_MC1,1,1,0.0325513081956583,1.900967504006432,1.900967504006432,MC100_vs_MC1,1.900967504006432,0.0325513081956583,up_in_tested,1,0,,,1.900967504006432,,,,,0.0325513081956583,,,,,up_in_tested,,
CTTN,ENSG00000085733,CTTN,CTTN,cortactin,darkgrey,MC1_vs_CTR,1,1,0.0327860382400296,1.0067200481152965,1.0067200481152965,MC1_vs_CTR,1.0067200481152965,0.0327860382400296,up_in_tested,1,0,,,,1.0067200481152965,,,,,0.0327860382400296,,,,,up_in_tested,
GPR137C,ENSG00000180998,GPR137C,GPR137C,G protein-coupled receptor 137C,maroon,MC100_vs_MC1,1,1,0.0330294019562486,1.3803206673281108,1.3803206673281108,MC100_vs_MC1,1.3803206673281108,0.0330294019562486,up_in_tested,1,0,,,1.3803206673281108,,,,,0.0330294019562486,,,,,up_in_tested,,
LOC124900217,ENSG00000225177,LOC124900217,LOC124900217,collagen alpha-1(III) chain,dimgrey,MC100_vs_MC1,1,1,0.0332733778209721,1.5233517374824088,1.5233517374824088,MC100_vs_MC1,-1.5233517374824088,0.0332733778209721,up_in_reference,0,1,,,-1.5233517374824088,,,,,0.0332733778209721,,,,,up_in_reference,,
INO80B,ENSG00000115274,INO80B,INO80B,INO80 complex subunit B,darkgrey,MC100_vs_MC1,1,1,0.0342949905857919,1.4138322116840545,1.4138322116840545,MC100_vs_MC1,-1.4138322116840545,0.0342949905857919,up_in_reference,0,1,,,-1.4138322116840545,,,,,0.0342949905857919,,,,,up_in_reference,,
RPAIN,ENSG00000129197,RPAIN,RPAIN,RPA interacting protein,dimgrey,MC100_vs_MC1,1,1,0.0343740879756169,1.5848363984714668,1.5848363984714668,MC100_vs_MC1,1.5848363984714668,0.0343740879756169,up_in_tested,1,0,,,1.5848363984714668,,,,,0.0343740879756169,,,,,up_in_tested,,
DHX16,ENSG00000204560,DHX16,DHX16,DEAH-box helicase 16,dimgrey,MC100_vs_MC1,1,1,0.0345875583147512,1.354368152890825,1.354368152890825,MC100_vs_MC1,1.354368152890825,0.0345875583147512,up_in_tested,1,0,,,1.354368152890825,,,,,0.0345875583147512,,,,,up_in_tested,,
USP21,ENSG00000143258,USP21,USP21,ubiquitin specific peptidase 21,dimgrey,MC100_vs_MC1,1,1,0.0347153291432122,1.800722085667595,1.800722085667595,MC100_vs_MC1,1.800722085667595,0.0347153291432122,up_in_tested,1,0,,,1.800722085667595,,,,,0.0347153291432122,,,,,up_in_tested,,
SCAI,ENSG00000173611,SCAI,SCAI,suppressor of cancer cell invasion,dimgrey,MC100_vs_MC1,1,1,0.0347466854851041,1.2819353868098502,1.2819353868098502,MC100_vs_MC1,1.2819353868098502,0.0347466854851041,up_in_tested,1,0,,,1.2819353868098502,,,,,0.0347466854851041,,,,,up_in_tested,,
PIBF1,ENSG00000083535,PIBF1,PIBF1,progesterone immunomodulatory binding factor 1,snow,MD1_vs_CTR,1,1,0.0354743558125866,1.094271305375154,1.094271305375154,MD1_vs_CTR,1.094271305375154,0.0354743558125866,up_in_tested,1,0,,,,,1.094271305375154,,,,,0.0354743558125866,,,,,up_in_tested
HLA-C,ENSG00000204525,HLA-C,HLA-C,"major histocompatibility complex, class I, C",dimgrey,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0356163273185265,1.0440551777496665,1.0360868794245497,MC100_vs_MC1,1.0440551777496665,0.0356163273185265,up_in_tested,1,1,-1.028118581099433,,1.0440551777496665,,,0.045687578063747,,0.0356163273185265,,,up_in_reference,,up_in_tested,,
TUBGCP3,ENSG00000126216,TUBGCP3,TUBGCP3,tubulin gamma complex component 3,darkgrey,MC100_vs_MC1,1,1,0.0359384771226164,1.103692510584612,1.103692510584612,MC100_vs_MC1,-1.103692510584612,0.0359384771226164,up_in_reference,0,1,,,-1.103692510584612,,,,,0.0359384771226164,,,,,up_in_reference,,
MCM3AP,ENSG00000160294,MCM3AP,MCM3AP,minichromosome maintenance complex component 3 associated protein,dimgrey,MA100_vs_CTR,1,1,0.0365195455157277,1.1813248543837114,1.1813248543837114,MA100_vs_CTR,1.1813248543837114,0.0365195455157277,up_in_tested,1,0,1.1813248543837114,,,,,0.0365195455157277,,,,,up_in_tested,,,,
DRP2,ENSG00000102385,DRP2,DRP2,dystrophin related protein 2,darkgrey,MC100_vs_MC1,1,1,0.0367528788944293,1.218957835465888,1.218957835465888,MC100_vs_MC1,-1.218957835465888,0.0367528788944293,up_in_reference,0,1,,,-1.218957835465888,,,,,0.0367528788944293,,,,,up_in_reference,,
SLC41A2,ENSG00000136052,SLC41A2,SLC41A2,solute carrier family 41 member 2,dimgrey,MA100_vs_CTR,1,1,0.0374001624050243,1.1402743027310325,1.1402743027310325,MA100_vs_CTR,-1.1402743027310325,0.0374001624050243,up_in_reference,0,1,-1.1402743027310325,,,,,0.0374001624050243,,,,,up_in_reference,,,,
RFXANK,ENSG00000064490,RFXANK,RFXANK,regulatory factor X associated ankyrin containing protein,dimgrey,MC100_vs_MC1,1,1,0.0374264195908334,1.563661406931742,1.563661406931742,MC100_vs_MC1,1.563661406931742,0.0374264195908334,up_in_tested,1,0,,,1.563661406931742,,,,,0.0374264195908334,,,,,up_in_tested,,
CDH1,ENSG00000039068,CDH1,CDH1,cadherin 1,darkgrey,MC100_vs_MC1,1,1,0.0374264195908334,1.097010711253157,1.097010711253157,MC100_vs_MC1,-1.097010711253157,0.0374264195908334,up_in_reference,0,1,,,-1.097010711253157,,,,,0.0374264195908334,,,,,up_in_reference,,
JHY,ENSG00000109944,JHY,JHY,junctional cadherin complex regulator,dimgrey,MD1_vs_CTR,1,1,0.0379585727703539,1.024660151032415,1.024660151032415,MD1_vs_CTR,-1.024660151032415,0.0379585727703539,up_in_reference,0,1,,,,,-1.024660151032415,,,,,0.0379585727703539,,,,,up_in_reference
C20orf96,ENSG00000196476,C20orf96,C20orf96,chromosome 20 open reading frame 96,darkgrey,MC100_vs_MC1,1,1,0.0390623971131371,1.0146733302473916,1.0146733302473916,MC100_vs_MC1,-1.0146733302473916,0.0390623971131371,up_in_reference,0,1,,,-1.0146733302473916,,,,,0.0390623971131371,,,,,up_in_reference,,
NDUFA13,ENSG00000186010,NDUFA13,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13,darkgrey,MC100_vs_MC1,1,1,0.0391892797926888,1.0179681313272202,1.0179681313272202,MC100_vs_MC1,-1.0179681313272202,0.0391892797926888,up_in_reference,0,1,,,-1.0179681313272202,,,,,0.0391892797926888,,,,,up_in_reference,,
CACHD1,ENSG00000158966,CACHD1,CACHD1,cache domain containing 1,dimgrey,MC100_vs_MC1,1,1,0.0393045009333251,1.7877690275413844,1.7877690275413844,MC100_vs_MC1,1.7877690275413844,0.0393045009333251,up_in_tested,1,0,,,1.7877690275413844,,,,,0.0393045009333251,,,,,up_in_tested,,
PHLDB3,ENSG00000176531,PHLDB3,PHLDB3,pleckstrin homology like domain family B member 3,darkgrey,MC100_vs_MC1,1,1,0.0397829764104898,1.6547962518342252,1.6547962518342252,MC100_vs_MC1,-1.6547962518342252,0.0397829764104898,up_in_reference,0,1,,,-1.6547962518342252,,,,,0.0397829764104898,,,,,up_in_reference,,
SLC45A3,ENSG00000158715,SLC45A3,SLC45A3,solute carrier family 45 member 3,darkgrey,MC100_vs_MC1,1,1,0.0405388274700747,1.0091705336799706,1.0091705336799706,MC100_vs_MC1,-1.0091705336799706,0.0405388274700747,up_in_reference,0,1,,,-1.0091705336799706,,,,,0.0405388274700747,,,,,up_in_reference,,
ACTL10,ENSG00000288649,ACTL10,ACTL10,actin like 10,darkgrey,MC100_vs_MC1,1,1,0.0413403931895972,1.6632668562398416,1.6632668562398416,MC100_vs_MC1,-1.6632668562398416,0.0413403931895972,up_in_reference,0,1,,,-1.6632668562398416,,,,,0.0413403931895972,,,,,up_in_reference,,
TOE1,ENSG00000132773,TOE1,TOE1,"target of EGR1, exonuclease",dimgrey,MC100_vs_MC1,1,1,0.0416826305450029,2.014557222284206,2.014557222284206,MC100_vs_MC1,2.014557222284206,0.0416826305450029,up_in_tested,1,0,,,2.014557222284206,,,,,0.0416826305450029,,,,,up_in_tested,,
ERMARD,ENSG00000130023,ERMARD,ERMARD,ER membrane associated RNA degradation,dimgrey,MC100_vs_MC1,1,1,0.0420620726583686,1.2530571641495956,1.2530571641495956,MC100_vs_MC1,1.2530571641495956,0.0420620726583686,up_in_tested,1,0,,,1.2530571641495956,,,,,0.0420620726583686,,,,,up_in_tested,,
PRPF31,ENSG00000105618,PRPF31,PRPF31,pre-mRNA processing factor 31,dimgrey,MC100_vs_MC1,1,1,0.0432574737632535,1.3341531790717982,1.3341531790717982,MC100_vs_MC1,1.3341531790717982,0.0432574737632535,up_in_tested,1,0,,,1.3341531790717982,,,,,0.0432574737632535,,,,,up_in_tested,,
FAM117A,ENSG00000121104,FAM117A,FAM117A,family with sequence similarity 117 member A,snow,MC100_vs_MC1,1,1,0.043699437103148,1.976188065713453,1.976188065713453,MC100_vs_MC1,1.976188065713453,0.043699437103148,up_in_tested,1,0,,,1.976188065713453,,,,,0.043699437103148,,,,,up_in_tested,,
NAA40,ENSG00000110583,NAA40,NAA40,"N-alpha-acetyltransferase 40, NatD catalytic subunit",darkgrey,MC100_vs_MC1,1,1,0.043729049436626,1.0532916864492696,1.0532916864492696,MC100_vs_MC1,-1.0532916864492696,0.043729049436626,up_in_reference,0,1,,,-1.0532916864492696,,,,,0.043729049436626,,,,,up_in_reference,,
SLC25A30,ENSG00000174032,SLC25A30,SLC25A30,solute carrier family 25 member 30,snow,MC100_vs_MC1,1,1,0.0442894376287736,1.339828698653989,1.339828698653989,MC100_vs_MC1,1.339828698653989,0.0442894376287736,up_in_tested,1,0,,,1.339828698653989,,,,,0.0442894376287736,,,,,up_in_tested,,
ZNF385D,ENSG00000151789,ZNF385D,ZNF385D,zinc finger protein 385D,maroon,MA100_vs_CTR,1,1,0.0444459768836389,1.0613893472629348,1.0613893472629348,MA100_vs_CTR,1.0613893472629348,0.0444459768836389,up_in_tested,1,0,1.0613893472629348,,,,,0.0444459768836389,,,,,up_in_tested,,,,
THAP2,ENSG00000173451,THAP2,THAP2,THAP domain containing 2,dimgrey,MC100_vs_MC1,1,1,0.0447165913567828,1.4035539357901323,1.4035539357901323,MC100_vs_MC1,1.4035539357901323,0.0447165913567828,up_in_tested,1,0,,,1.4035539357901323,,,,,0.0447165913567828,,,,,up_in_tested,,
ZNF41,ENSG00000147124,ZNF41,ZNF41,zinc finger protein 41,snow,MC100_vs_MC1,1,1,0.0447422287655182,1.3651012377049163,1.3651012377049163,MC100_vs_MC1,1.3651012377049163,0.0447422287655182,up_in_tested,1,0,,,1.3651012377049163,,,,,0.0447422287655182,,,,,up_in_tested,,
PPP6R1,ENSG00000105063,PPP6R1,PPP6R1,protein phosphatase 6 regulatory subunit 1,dimgrey,MC100_vs_MC1,1,1,0.0447936294206906,1.567984146918175,1.567984146918175,MC100_vs_MC1,-1.567984146918175,0.0447936294206906,up_in_reference,0,1,,,-1.567984146918175,,,,,0.0447936294206906,,,,,up_in_reference,,
KDM1B,ENSG00000165097,KDM1B,KDM1B,lysine demethylase 1B,dimgrey,MC100_vs_MC1,1,1,0.0453587320975805,1.0571696408646782,1.0571696408646782,MC100_vs_MC1,1.0571696408646782,0.0453587320975805,up_in_tested,1,0,,,1.0571696408646782,,,,,0.0453587320975805,,,,,up_in_tested,,
H2AC14,ENSG00000276368,H2AC14,H2AC14,H2A clustered histone 14,darkgrey,MC100_vs_MC1,1,1,0.045912089394398,1.2126222848671242,1.2126222848671242,MC100_vs_MC1,-1.2126222848671242,0.045912089394398,up_in_reference,0,1,,,-1.2126222848671242,,,,,0.045912089394398,,,,,up_in_reference,,
SCN3A,ENSG00000153253,SCN3A,SCN3A,sodium voltage-gated channel alpha subunit 3,darkgrey,MC100_vs_MC1,1,1,0.045912089394398,1.0125678349463345,1.0125678349463345,MC100_vs_MC1,-1.0125678349463345,0.045912089394398,up_in_reference,0,1,,,-1.0125678349463345,,,,,0.045912089394398,,,,,up_in_reference,,
HSPB7,ENSG00000173641,HSPB7,HSPB7,heat shock protein family B (small) member 7,darkgrey,MA100_vs_MA1,1,1,0.0462930820053514,1.0537490357015262,1.0537490357015262,MA100_vs_MA1,1.0537490357015262,0.0462930820053514,up_in_tested,1,0,,1.0537490357015262,,,,,0.0462930820053514,,,,,up_in_tested,,,
ZNF559,ENSG00000188321,ZNF559,ZNF559,zinc finger protein 559,dimgrey,MC100_vs_MC1,1,1,0.0463172742044227,1.1551881418965944,1.1551881418965944,MC100_vs_MC1,1.1551881418965944,0.0463172742044227,up_in_tested,1,0,,,1.1551881418965944,,,,,0.0463172742044227,,,,,up_in_tested,,
REXO4,ENSG00000148300,REXO4,REXO4,RNA exonuclease 4,darkgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.046792172512524,1.3106159718930586,1.2773331206974272,MA100_vs_CTR,1.3106159718930586,0.046792172512524,up_in_tested,2,0,1.3106159718930586,,,1.244050269501796,,0.046792172512524,,,0.0572277137903599,,up_in_tested,,,up_in_tested,
UBL7,ENSG00000138629,UBL7,UBL7,ubiquitin like 7,dimgrey,MC100_vs_MC1,1,1,0.0467937341067948,1.1517656618749217,1.1517656618749217,MC100_vs_MC1,1.1517656618749217,0.0467937341067948,up_in_tested,1,0,,,1.1517656618749217,,,,,0.0467937341067948,,,,,up_in_tested,,
SYPL2,ENSG00000143028,SYPL2,SYPL2,synaptophysin like 2,darkgrey,MC100_vs_MC1,1,1,0.0470766341810533,1.345098297093415,1.345098297093415,MC100_vs_MC1,-1.345098297093415,0.0470766341810533,up_in_reference,0,1,,,-1.345098297093415,,,,,0.0470766341810533,,,,,up_in_reference,,
TUBGCP5,ENSG00000275835,TUBGCP5,TUBGCP5,tubulin gamma complex component 5,darkgrey,MC1_vs_CTR,1,1,0.0473337934459162,1.1711412997665158,1.1711412997665158,MC1_vs_CTR,1.1711412997665158,0.0473337934459162,up_in_tested,1,0,,,,1.1711412997665158,,,,,0.0473337934459162,,,,,up_in_tested,
NEMP2,ENSG00000189362,NEMP2,NEMP2,nuclear envelope integral membrane protein 2,dimgrey,MC100_vs_MC1,1,1,0.0478944222983842,1.1745512609530286,1.1745512609530286,MC100_vs_MC1,1.1745512609530286,0.0478944222983842,up_in_tested,1,0,,,1.1745512609530286,,,,,0.0478944222983842,,,,,up_in_tested,,
HES4,ENSG00000188290,HES4,HES4,hes family bHLH transcription factor 4,darkgrey,MC100_vs_MC1,1,1,0.0480020532322541,1.608335561184519,1.608335561184519,MC100_vs_MC1,-1.608335561184519,0.0480020532322541,up_in_reference,0,1,,,-1.608335561184519,,,,,0.0480020532322541,,,,,up_in_reference,,
TIMM17B,ENSG00000126768,TIMM17B,TIMM17B,translocase of inner mitochondrial membrane 17B,dimgrey,MC100_vs_MC1,1,1,0.0480420632593349,1.6699545924264394,1.6699545924264394,MC100_vs_MC1,1.6699545924264394,0.0480420632593349,up_in_tested,1,0,,,1.6699545924264394,,,,,0.0480420632593349,,,,,up_in_tested,,
ANKRD13B,ENSG00000198720,ANKRD13B,ANKRD13B,ankyrin repeat domain 13B,snow,MC100_vs_MC1,1,1,0.0484872649196329,2.097512368562154,2.097512368562154,MC100_vs_MC1,2.097512368562154,0.0484872649196329,up_in_tested,1,0,,,2.097512368562154,,,,,0.0484872649196329,,,,,up_in_tested,,
USP45,ENSG00000123552,USP45,USP45,ubiquitin specific peptidase 45,darkgrey,MC1_vs_CTR,1,1,0.0489123702341149,1.0995412069284618,1.0995412069284618,MC1_vs_CTR,1.0995412069284618,0.0489123702341149,up_in_tested,1,0,,,,1.0995412069284618,,,,,0.0489123702341149,,,,,up_in_tested,
IL17RE,ENSG00000163701,IL17RE,IL17RE,interleukin 17 receptor E,darkgrey,MC100_vs_MC1,1,1,0.0495353447513315,1.4426326061361812,1.4426326061361812,MC100_vs_MC1,-1.4426326061361812,0.0495353447513315,up_in_reference,0,1,,,-1.4426326061361812,,,,,0.0495353447513315,,,,,up_in_reference,,
BST2,ENSG00000130303,BST2,BST2,bone marrow stromal cell antigen 2,darkgrey,MC100_vs_MC1,1,1,0.0496389583286493,1.7668147015854965,1.7668147015854965,MC100_vs_MC1,-1.7668147015854965,0.0496389583286493,up_in_reference,0,1,,,-1.7668147015854965,,,,,0.0496389583286493,,,,,up_in_reference,,
